,HO1,HO2,HO3,HO1 R:02_0_D,HO2 R:02_0_D,HO3 R:02_0_D,.HOCOMN,.HOCOML,.HOCOMS,.HOMMN,.HOMML,.HOMMS
2011-04-12,317.26,318.63,320.22,-16.93,142.79,188.68,-91612.0,133180.0,224792.0,22253.0,57435.0,35182.0
2011-04-13,320.28,321.61,323.3,-13.91,145.77,191.76,,,,,,
2011-04-14,318.9,320.16,321.78,-15.29,144.32,190.24,,,,,,
2011-04-15,322.42,323.67,325.11,-11.77,147.83,193.57,,,,,,
2011-04-18,318.28,319.52,320.96,-15.91,143.68,189.42,,,,,,
2011-04-19,315.85,317.25,318.95,-18.34,141.41,187.41,-92551.0,142877.0,235428.0,20423.0,57049.0,36626.0
2011-04-20,322.14,323.59,325.33,-12.05,147.75,193.79,,,,,,
2011-04-21,319.92,321.62,323.52,-14.27,145.78,191.98,,,,,,
2011-04-25,318.2,319.89,321.73,-15.99,144.05,190.19,,,,,,
2011-04-26,321.11,322.73,324.43,-13.08,146.89,192.89,-95567.0,140696.0,236263.0,24164.0,56276.0,32112.0
2011-04-27,323.34,324.81,326.46,-10.85,148.97,194.92,,,,,,
2011-04-28,323.16,324.59,326.19,-11.07,148.7,194.61,,,,,,
2011-04-29,325.58,327.58,329.15,-8.08,151.66,197.5,,,,,,
2011-05-02,325.21,326.69,328.17,-10.45,149.2,194.93,,,,,,
2011-05-03,319.08,320.64,322.21,-16.58,143.15,188.97,-94315.0,138192.0,232507.0,26809.0,58721.0,31912.0
2011-05-04,314.3,315.81,317.33,-21.36,138.32,184.09,,,,,,
2011-05-05,288.69,290.2,291.69,-46.97,112.71,158.45,,,,,,
2011-05-06,284.57,285.94,287.36,-51.09,108.45,154.12,,,,,,
2011-05-09,296.18,297.39,298.72,-39.48,119.9,165.48,,,,,,
2011-05-10,300.12,301.45,302.8,-35.54,123.96,169.56,-88590.0,128245.0,216835.0,19577.0,51141.0,31564.0
2011-05-11,289.83,291.23,292.62,-45.83,113.74,159.38,,,,,,
2011-05-12,291.37,292.56,293.78,-44.29,115.07,160.54,,,,,,
2011-05-13,294.22,295.35,296.5,-41.44,117.86,163.26,,,,,,
2011-05-16,287.44,288.86,290.3,-48.22,111.37,157.06,,,,,,
2011-05-17,284.51,285.88,287.4,-51.15,108.39,154.16,-90879.0,133056.0,223935.0,19985.0,49269.0,29284.0
2011-05-18,290.59,291.93,293.41,-45.07,114.44,160.17,,,,,,
2011-05-19,289.47,290.85,292.26,-46.19,113.36,159.02,,,,,,
2011-05-20,291.83,293.2,294.61,-43.83,115.71,161.37,,,,,,
2011-05-23,284.71,285.97,287.49,-50.95,108.48,154.25,,,,,,
2011-05-24,290.97,292.13,293.5,-44.69,114.64,160.26,-85987.0,137063.0,223050.0,19191.0,48301.0,29110.0
2011-05-25,298.03,299.23,300.56,-37.63,121.74,167.32,,,,,,
2011-05-26,298.29,299.34,300.7,-37.37,121.85,167.46,,,,,,
2011-05-27,299.05,300.14,301.53,-36.61,122.65,168.29,,,,,,
2011-05-31,305.63,305.3,306.64,-31.45,127.76,173.35,-94424.0,118870.0,213294.0,24684.0,50791.0,26107.0
2011-06-01,300.87,302.33,304.1,-35.88,123.45,169.13,,,,,,
2011-06-02,304.39,305.84,307.67,-32.36,126.96,172.7,,,,,,
2011-06-03,305.67,307.03,308.8,-31.08,128.15,173.83,,,,,,
2011-06-06,301.74,303.2,305.02,-35.01,124.32,170.05,,,,,,
2011-06-07,307.7,309.12,310.93,-29.05,130.24,175.96,-102551.0,122098.0,224649.0,31139.0,59410.0,28271.0
2011-06-08,309.37,310.81,312.65,-27.38,131.93,177.68,,,,,,
2011-06-09,313.78,315.08,316.77,-22.97,136.2,181.8,,,,,,
2011-06-10,310.51,311.96,313.71,-26.24,133.08,178.74,,,,,,
2011-06-13,310.58,312.02,313.76,-26.17,133.14,178.79,,,,,,
2011-06-14,312.58,313.91,315.63,-24.17,135.03,180.66,-106034.0,128570.0,234604.0,35899.0,63376.0,27477.0
2011-06-15,298.48,299.84,301.62,-38.27,120.96,166.65,,,,,,
2011-06-16,300.38,301.79,303.56,-36.37,122.91,168.59,,,,,,
2011-06-17,298.33,299.78,301.57,-38.42,120.9,166.6,,,,,,
2011-06-20,293.2,294.69,296.55,-43.55,115.81,161.58,,,,,,
2011-06-21,289.0,290.62,292.49,-47.75,111.74,157.52,-93847.0,131425.0,225272.0,25258.0,52560.0,27302.0
2011-06-22,295.49,297.09,298.95,-41.26,118.21,163.98,,,,,,
2011-06-23,278.17,279.94,281.98,-58.58,101.06,147.01,,,,,,
2011-06-24,275.03,276.89,278.93,-61.72,98.01,143.96,,,,,,
2011-06-27,276.49,278.14,280.1,-60.26,99.26,145.13,,,,,,
2011-06-28,282.57,284.15,286.09,-54.18,105.27,151.12,-84295.0,130120.0,214415.0,17613.0,46910.0,29297.0
2011-06-29,292.02,293.47,295.31,-44.86,114.49,160.24,,,,,,
2011-06-30,293.27,294.63,296.16,-43.7,115.34,160.82,,,,,,
2011-07-01,292.45,293.97,295.62,-45.88,113.15,158.6,,,,,,
2011-07-05,295.66,297.28,298.99,-42.67,116.46,161.97,-85478.0,120519.0,205997.0,20916.0,48446.0,27530.0
2011-07-06,296.33,297.91,299.61,-42.0,117.09,162.59,,,,,,
2011-07-07,310.2,311.55,313.03,-28.13,130.73,176.01,,,,,,
2011-07-08,309.64,310.81,312.17,-28.69,129.99,175.15,,,,,,
2011-07-11,308.75,309.82,311.06,-29.58,129.0,174.04,,,,,,
2011-07-12,308.76,309.99,311.38,-29.57,129.17,174.36,-94595.0,112398.0,206993.0,30262.0,56135.0,25873.0
2011-07-13,309.97,311.37,312.85,-28.36,130.55,175.83,,,,,,
2011-07-14,308.49,309.62,310.87,-29.84,128.8,173.85,,,,,,
2011-07-15,311.8,312.92,314.2,-26.53,132.1,177.18,,,,,,
2011-07-18,307.77,309.05,310.43,-30.56,128.23,173.41,,,,,,
2011-07-19,309.8,311.07,312.43,-28.53,130.25,175.41,-97879.0,119852.0,217731.0,33996.0,59612.0,25616.0
2011-07-20,311.84,313.2,314.61,-26.49,132.38,177.59,,,,,,
2011-07-21,309.92,311.29,312.73,-28.41,130.47,175.71,,,,,,
2011-07-22,312.8,314.15,315.52,-25.53,133.33,178.5,,,,,,
2011-07-25,310.78,312.07,313.47,-27.55,131.25,176.45,,,,,,
2011-07-26,311.34,312.51,313.99,-26.99,131.69,176.97,-100696.0,122033.0,222729.0,34021.0,59965.0,25944.0
2011-07-27,308.26,309.44,311.03,-30.07,128.62,174.01,,,,,,
2011-07-28,310.52,311.44,312.86,-28.07,130.45,175.71,,,,,,
2011-07-29,309.62,309.94,311.3,-29.57,128.89,174.02,,,,,,
2011-08-01,309.74,311.02,312.47,-29.77,128.61,173.67,,,,,,
2011-08-02,309.16,310.51,312.04,-30.35,128.1,173.24,-96265.0,118341.0,214606.0,29571.0,58168.0,28597.0
2011-08-03,301.89,303.18,304.62,-37.62,120.77,165.82,,,,,,
2011-08-04,289.39,290.48,291.69,-50.12,108.07,152.89,,,,,,
2011-08-05,294.17,295.13,296.31,-45.34,112.72,157.51,,,,,,
2011-08-08,280.17,281.14,282.41,-59.34,98.73,143.61,,,,,,
2011-08-09,276.48,277.63,279.03,-63.03,95.22,140.23,-78709.0,131601.0,210310.0,19438.0,49692.0,30254.0
2011-08-10,286.53,287.51,288.63,-52.98,105.1,149.83,,,,,,
2011-08-11,289.92,290.64,291.52,-49.59,108.23,152.72,,,,,,
2011-08-12,290.37,291.05,291.82,-49.14,108.64,153.02,,,,,,
2011-08-15,294.41,295.39,296.41,-45.1,112.98,157.61,,,,,,
2011-08-16,293.26,294.21,295.28,-46.25,111.8,156.48,-71191.0,140698.0,211889.0,15967.0,45376.0,29409.0
2011-08-17,296.16,297.06,298.12,-43.35,114.65,159.32,,,,,,
2011-08-18,287.48,288.36,289.48,-52.03,105.95,150.68,,,,,,
2011-08-19,290.45,291.34,292.36,-49.06,108.93,153.56,,,,,,
2011-08-22,291.07,291.87,292.78,-48.44,109.46,153.98,,,,,,
2011-08-23,294.25,294.92,295.59,-45.26,112.51,156.79,-71986.0,139699.0,211685.0,13190.0,40842.0,27652.0
2011-08-24,296.07,296.9,297.61,-43.44,114.49,158.81,,,,,,
2011-08-25,298.55,299.32,299.91,-40.96,116.91,161.11,,,,,,
2011-08-26,301.01,301.58,302.11,-38.5,119.17,163.31,,,,,,
2011-08-29,301.02,301.73,302.47,-38.49,119.32,163.67,,,,,,
2011-08-30,306.92,307.67,308.28,-32.55,125.13,169.37,-85749.0,133472.0,219221.0,21377.0,46813.0,25436.0
2011-08-31,307.82,308.4,309.04,-31.82,125.89,170.12,,,,,,
2011-09-01,305.18,306.08,306.93,-35.04,122.93,167.42,,,,,,
2011-09-02,299.74,300.61,301.43,-40.48,117.46,161.92,,,,,,
2011-09-06,301.02,301.98,302.83,-39.2,118.83,163.32,-87373.0,129325.0,216698.0,22538.0,50472.0,27934.0
2011-09-07,307.56,308.56,309.47,-32.66,125.41,169.96,,,,,,
2011-09-08,304.43,305.26,306.03,-35.79,122.11,166.52,,,,,,
2011-09-09,298.58,299.38,300.1,-41.64,116.23,160.59,,,,,,
2011-09-12,294.75,295.69,296.62,-45.47,112.54,157.11,,,,,,
2011-09-13,293.61,294.65,295.64,-46.61,111.5,156.13,-77348.0,137701.0,215049.0,14534.0,47112.0,32578.0
2011-09-14,294.5,295.36,296.15,-45.72,112.21,156.64,,,,,,
2011-09-15,302.46,303.09,303.54,-37.76,119.94,164.03,,,,,,
2011-09-16,300.89,301.71,302.25,-39.33,118.56,162.74,,,,,,
2011-09-19,294.47,295.43,296.09,-45.75,112.28,156.58,,,,,,
2011-09-20,296.16,297.13,297.86,-44.06,113.98,158.35,-82098.0,138160.0,220258.0,21213.0,49933.0,28720.0
2011-09-21,293.42,294.52,295.33,-46.8,111.37,155.82,,,,,,
2011-09-22,284.85,285.79,286.42,-55.37,102.64,146.91,,,,,,
2011-09-23,279.58,280.59,281.24,-60.64,97.44,141.73,,,,,,
2011-09-26,279.15,280.3,281.02,-61.07,97.15,141.51,,,,,,
2011-09-27,287.66,288.57,288.98,-52.56,105.42,149.47,-71964.0,146989.0,218953.0,7759.0,40045.0,32286.0
2011-09-28,281.84,282.71,282.94,-58.38,99.56,143.43,,,,,,
2011-09-29,281.81,282.66,282.63,-58.43,99.25,142.79,,,,,,
2011-09-30,279.48,277.93,277.8,-63.16,94.42,137.87,,,,,,
2011-10-03,275.29,274.91,274.42,-65.8,91.53,134.73,,,,,,
2011-10-04,272.34,271.7,270.97,-68.75,88.32,131.28,-71487.0,145738.0,217225.0,4469.0,37464.0,32995.0
2011-10-05,277.66,277.35,276.91,-63.43,93.97,137.22,,,,,,
2011-10-06,286.11,285.34,284.38,-54.98,101.96,144.69,,,,,,
2011-10-07,285.88,285.12,284.16,-55.21,101.74,144.47,,,,,,
2011-10-10,290.39,289.8,289.02,-50.7,106.42,149.33,,,,,,
2011-10-11,290.41,290.37,290.04,-50.68,106.99,150.35,-76213.0,120623.0,196836.0,8627.0,38197.0,29570.0
2011-10-12,293.47,293.0,292.26,-47.62,109.62,152.57,,,,,,
2011-10-13,297.14,296.3,295.14,-43.95,112.92,155.45,,,,,,
2011-10-14,305.58,304.66,303.22,-35.51,121.28,163.53,,,,,,
2011-10-17,301.36,301.02,299.96,-39.73,117.64,160.27,,,,,,
2011-10-18,302.77,302.71,301.97,-38.32,119.33,162.28,-94978.0,118338.0,213316.0,21633.0,47334.0,25701.0
2011-10-19,298.12,298.0,297.12,-42.97,114.62,157.43,,,,,,
2011-10-20,303.01,302.66,301.3,-38.08,119.28,161.61,,,,,,
2011-10-21,301.75,301.59,300.21,-39.34,118.21,160.52,,,,,,
2011-10-24,305.46,305.42,304.37,-35.63,122.04,164.68,,,,,,
2011-10-25,305.02,305.12,304.05,-36.07,121.74,164.36,-96193.0,105902.0,202095.0,21445.0,50809.0,29364.0
2011-10-26,301.58,302.1,301.01,-39.51,118.72,161.32,,,,,,
2011-10-27,309.84,310.37,309.53,-31.25,126.99,169.84,,,,,,
2011-10-28,305.92,306.64,306.02,-35.17,123.26,166.33,,,,,,
2011-10-31,304.29,305.83,305.3,-35.98,122.54,165.6,,,,,,
2011-11-01,303.79,303.29,301.78,-38.02,120.53,163.46,-99542.0,105890.0,205432.0,21977.0,55328.0,33351.0
2011-11-02,300.07,300.03,298.86,-41.74,117.27,160.54,,,,,,
2011-11-03,303.81,303.69,302.6,-38.0,120.93,164.28,,,,,,
2011-11-04,307.07,306.99,305.76,-34.74,124.23,167.44,,,,,,
2011-11-07,311.98,311.92,310.61,-29.83,129.16,172.29,,,,,,
2011-11-08,311.61,311.95,311.16,-30.2,129.19,172.84,-98942.0,102218.0,201160.0,23454.0,58479.0,35025.0
2011-11-09,309.86,309.93,308.91,-31.95,127.17,170.59,,,,,,
2011-11-10,315.11,314.63,313.01,-26.7,131.87,174.69,,,,,,
2011-11-11,317.16,316.82,315.26,-24.65,134.06,176.94,,,,,,
2011-11-14,316.22,316.2,314.84,-25.59,133.44,176.52,,,,,,
2011-11-15,317.13,317.4,316.32,-24.68,134.64,178.0,-102484.0,95326.0,197810.0,25720.0,58768.0,33048.0
2011-11-16,313.46,314.09,313.39,-28.35,131.33,175.07,,,,,,
2011-11-17,308.32,309.01,308.28,-33.49,126.25,169.96,,,,,,
2011-11-18,303.25,304.13,303.71,-38.56,121.37,165.39,,,,,,
2011-11-21,299.43,300.43,300.5,-42.38,117.67,162.18,,,,,,
2011-11-22,303.46,304.65,304.91,-38.35,121.89,166.59,-91967.0,97771.0,189738.0,24847.0,57021.0,32174.0
2011-11-23,295.91,297.14,297.55,-45.9,114.38,159.23,,,,,,
2011-11-25,292.73,294.05,294.62,-49.08,111.29,156.3,,,,,,
2011-11-28,296.99,298.27,298.5,-44.82,115.51,160.18,,,,,,
2011-11-29,302.11,303.36,303.7,-39.73,120.71,165.36,-85498.0,86849.0,172347.0,21038.0,51467.0,30429.0
2011-11-30,302.14,302.51,303.29,-40.58,120.3,165.26,,,,,,
2011-12-01,296.95,298.14,298.14,-46.14,115.15,160.67,,,,,,
2011-12-02,299.0,299.99,299.84,-44.09,117.0,162.37,,,,,,
2011-12-05,299.24,300.16,300.1,-43.85,117.17,162.63,,,,,,
2011-12-06,302.17,303.07,303.18,-40.92,120.08,165.71,-79758.0,95626.0,175384.0,16463.0,48960.0,32497.0
2011-12-07,298.24,299.27,299.75,-44.85,116.28,162.28,,,,,,
2011-12-08,292.98,294.01,294.5,-50.11,111.02,157.03,,,,,,
2011-12-09,291.25,292.47,293.29,-51.84,109.48,155.82,,,,,,
2011-12-12,289.61,290.55,291.04,-53.48,107.56,153.57,,,,,,
2011-12-13,292.88,294.0,294.63,-50.21,111.01,157.16,-72378.0,105301.0,177679.0,14079.0,45986.0,31907.0
2011-12-14,282.99,283.86,284.38,-60.1,100.87,146.91,,,,,,
2011-12-15,282.25,283.2,283.31,-60.84,100.21,145.84,,,,,,
2011-12-16,280.05,281.06,280.88,-63.04,98.07,143.41,,,,,,
2011-12-19,278.04,279.03,278.98,-65.05,96.04,141.51,,,,,,
2011-12-20,284.94,285.92,285.93,-58.15,102.93,148.46,-60805.0,101700.0,162505.0,8602.0,43443.0,34841.0
2011-12-21,290.87,291.76,291.59,-52.22,108.77,154.12,,,,,,
2011-12-22,290.76,291.54,291.33,-52.33,108.55,153.86,,,,,,
2011-12-23,289.07,289.95,289.98,-54.02,106.96,152.51,,,,,,
2011-12-27,290.85,291.59,291.92,-52.24,108.6,154.45,-64010.0,103377.0,167387.0,10850.0,44121.0,33271.0
2011-12-28,289.34,290.12,290.21,-53.75,107.13,152.74,,,,,,
2011-12-29,291.75,292.01,291.56,-51.86,108.48,153.87,,,,,,
2011-12-30,293.5,291.42,290.59,-52.45,107.51,152.57,,,,,,
2012-01-03,303.82,302.88,300.94,-40.05,119.8,164.85,-73825.0,92370.0,166195.0,17580.0,47969.0,30389.0
2012-01-04,308.99,308.28,306.48,-34.88,125.2,170.39,,,,,,
2012-01-05,303.88,303.61,302.4,-39.99,120.53,166.31,,,,,,
2012-01-06,307.02,306.38,304.63,-36.85,123.3,168.54,,,,,,
2012-01-09,307.3,306.82,305.24,-36.57,123.74,169.15,,,,,,
2012-01-10,310.14,309.39,307.46,-33.73,126.31,171.37,-77106.0,91077.0,168183.0,17631.0,50998.0,33367.0
2012-01-11,306.46,305.93,304.09,-37.41,122.85,168.0,,,,,,
2012-01-12,305.41,304.63,302.59,-38.46,121.55,166.5,,,,,,
2012-01-13,302.72,302.01,300.34,-41.15,118.93,164.25,,,,,,
2012-01-17,303.72,303.35,302.28,-40.15,120.27,166.19,-74281.0,89830.0,164111.0,20487.0,53731.0,33244.0
2012-01-18,301.34,301.12,299.95,-42.53,118.04,163.86,,,,,,
2012-01-19,303.6,303.35,301.95,-40.27,120.27,165.86,,,,,,
2012-01-20,298.84,298.48,297.2,-45.03,115.4,161.11,,,,,,
2012-01-23,300.98,300.35,298.78,-42.89,117.27,162.69,,,,,,
2012-01-24,302.42,301.51,299.51,-41.45,118.43,163.42,-73195.0,100763.0,173958.0,20148.0,50349.0,30201.0
2012-01-25,301.92,301.04,299.26,-41.95,117.96,163.17,,,,,,
2012-01-26,305.35,304.46,302.44,-38.52,121.38,166.35,,,,,,
2012-01-27,307.04,305.93,303.67,-36.83,122.85,167.58,,,,,,
2012-01-30,305.18,303.78,301.69,-38.98,120.87,165.77,,,,,,
2012-01-31,306.28,305.09,302.89,-37.67,122.07,166.89,-75192.0,98654.0,173846.0,20534.0,49197.0,28663.0
2012-02-01,304.55,302.74,300.82,-38.21,121.92,166.97,,,,,,
2012-02-02,305.29,303.29,301.34,-37.47,122.47,167.49,,,,,,
2012-02-03,311.44,309.46,307.48,-31.32,128.64,173.63,,,,,,
2012-02-06,317.07,314.4,311.81,-25.69,133.58,177.96,,,,,,
2012-02-07,319.09,315.95,312.94,-23.67,135.13,179.09,-83168.0,97298.0,180466.0,28219.0,58917.0,30698.0
2012-02-08,318.95,316.07,313.45,-23.81,135.25,179.6,,,,,,
2012-02-09,320.85,318.19,315.82,-21.91,137.37,181.97,,,,,,
2012-02-10,318.21,315.77,313.59,-24.55,134.95,179.74,,,,,,
2012-02-13,316.0,314.03,312.3,-26.76,133.21,178.45,,,,,,
2012-02-14,316.48,314.51,312.8,-26.28,133.69,178.95,-79091.0,115027.0,194118.0,22793.0,61793.0,39000.0
2012-02-15,319.16,317.21,315.43,-23.6,136.39,181.58,,,,,,
2012-02-16,320.97,319.43,317.77,-21.79,138.61,183.92,,,,,,
2012-02-17,318.89,317.72,316.32,-23.87,136.9,182.47,,,,,,
2012-02-21,323.93,323.48,322.38,-18.83,142.66,188.53,-83855.0,110770.0,194625.0,26465.0,64726.0,38261.0
2012-02-22,327.24,326.5,325.09,-15.52,145.68,191.24,,,,,,
2012-02-23,329.49,329.0,327.76,-13.27,148.18,193.91,,,,,,
2012-02-24,331.59,331.3,330.11,-11.17,150.48,196.26,,,,,,
2012-02-27,328.64,328.29,327.01,-14.12,147.47,193.16,,,,,,
2012-02-28,322.38,322.01,320.97,-20.4,141.43,187.33,-89770.0,100075.0,189845.0,30168.0,71043.0,40875.0
2012-02-29,318.8,320.59,320.5,-21.82,140.96,187.39,,,,,,
2012-03-01,327.53,327.33,327.19,-14.88,147.79,194.14,,,,,,
2012-03-02,320.18,320.66,321.13,-22.23,141.12,188.08,,,,,,
2012-03-05,321.74,322.21,322.64,-20.67,142.67,189.59,,,,,,
2012-03-06,318.82,319.5,320.25,-23.59,139.96,187.2,-87248.0,79157.0,166405.0,28261.0,69854.0,41593.0
2012-03-07,321.94,322.76,323.53,-20.47,143.22,190.48,,,,,,
2012-03-08,326.95,327.63,328.2,-15.46,148.09,195.15,,,,,,
2012-03-09,326.38,327.29,327.99,-16.03,147.75,194.94,,,,,,
2012-03-12,324.29,325.3,326.21,-18.12,145.76,193.16,,,,,,
2012-03-13,327.12,328.08,328.83,-15.29,148.54,195.78,-89735.0,78077.0,167812.0,30460.0,69311.0,38851.0
2012-03-14,326.18,327.01,327.79,-16.23,147.47,194.74,,,,,,
2012-03-15,322.25,322.9,323.56,-20.16,143.36,190.51,,,,,,
2012-03-16,328.19,329.1,329.78,-14.22,149.56,196.73,,,,,,
2012-03-19,326.13,327.59,328.59,-16.28,148.05,195.54,,,,,,
2012-03-20,323.67,324.99,325.98,-18.74,145.45,192.93,-89106.0,88119.0,177225.0,30423.0,69021.0,38598.0
2012-03-21,321.62,323.1,324.32,-20.79,143.56,191.27,,,,,,
2012-03-22,317.87,319.28,320.47,-24.54,139.74,187.42,,,,,,
2012-03-23,321.01,322.47,323.5,-21.4,142.93,190.45,,,,,,
2012-03-26,322.88,324.65,325.78,-19.53,145.11,192.73,,,,,,
2012-03-27,321.86,323.6,324.72,-20.55,144.06,191.67,-85589.0,85974.0,171563.0,27271.0,65881.0,38610.0
2012-03-28,320.79,322.22,323.18,-21.62,142.68,190.13,,,,,,
2012-03-29,315.89,316.98,317.81,-26.86,137.31,184.66,,,,,,
2012-03-30,316.84,317.01,317.94,-26.83,137.44,184.96,,,,,,
2012-04-02,324.96,325.62,326.34,-18.88,145.12,192.39,,,,,,
2012-04-03,322.75,323.51,324.36,-21.09,143.01,190.41,-76543.0,88720.0,165263.0,18921.0,65200.0,46279.0
2012-04-04,316.09,316.89,317.81,-27.75,136.39,183.86,,,,,,
2012-04-05,316.92,317.85,318.9,-26.92,137.35,184.95,,,,,,
2012-04-09,314.59,315.67,316.82,-29.25,135.17,182.87,,,,,,
2012-04-10,309.57,310.42,311.44,-34.27,129.92,177.49,-68286.0,92120.0,160406.0,17906.0,61286.0,43380.0
2012-04-11,311.49,312.16,312.93,-32.35,131.66,178.98,,,,,,
2012-04-12,316.63,317.2,317.8,-27.21,136.7,183.85,,,,,,
2012-04-13,317.46,317.89,318.26,-26.38,137.39,184.31,,,,,,
2012-04-16,311.66,312.2,312.7,-32.18,131.7,178.75,,,,,,
2012-04-17,312.66,313.08,313.49,-31.18,132.58,179.54,-69531.0,106371.0,175902.0,20102.0,60308.0,40206.0
2012-04-18,311.82,312.19,312.6,-32.02,131.69,178.65,,,,,,
2012-04-19,312.51,312.84,313.2,-31.33,132.34,179.25,,,,,,
2012-04-20,313.76,314.08,314.44,-30.08,133.58,180.49,,,,,,
2012-04-23,313.98,314.29,314.58,-29.86,133.79,180.63,,,,,,
2012-04-24,312.95,313.46,313.82,-30.89,132.96,179.87,-69261.0,116444.0,185705.0,18777.0,59881.0,41104.0
2012-04-25,316.11,316.69,316.9,-27.73,136.19,182.95,,,,,,
2012-04-26,319.44,319.84,319.82,-24.4,139.34,185.87,,,,,,
2012-04-27,318.07,318.35,318.54,-25.77,137.85,184.59,,,,,,
2012-04-30,318.34,318.42,318.61,-25.7,137.92,184.66,,,,,,
2012-05-01,317.71,317.99,318.32,-26.41,137.3,184.16,-80567.0,107416.0,187983.0,24181.0,61782.0,37601.0
2012-05-02,314.25,314.46,314.78,-29.87,133.77,180.62,,,,,,
2012-05-03,308.69,309.02,309.41,-35.43,128.33,175.25,,,,,,
2012-05-04,300.88,301.31,301.8,-43.24,120.62,167.64,,,,,,
2012-05-07,298.14,298.52,299.05,-45.98,117.83,164.89,,,,,,
2012-05-08,299.01,299.29,299.73,-45.11,118.6,165.57,-61156.0,111283.0,172439.0,9903.0,49704.0,39801.0
2012-05-09,299.91,300.15,300.51,-44.21,119.46,166.35,,,,,,
2012-05-10,298.34,298.77,299.25,-45.78,118.08,165.09,,,,,,
2012-05-11,296.36,296.78,297.34,-47.76,116.09,163.18,,,,,,
2012-05-14,292.95,293.59,294.31,-51.17,112.9,160.15,,,,,,
2012-05-15,293.3,293.86,294.58,-50.82,113.17,160.42,-55053.0,118919.0,173972.0,6556.0,45074.0,38518.0
2012-05-16,289.76,290.39,291.19,-54.36,109.7,157.03,,,,,,
2012-05-17,284.9,285.56,286.41,-59.22,104.87,152.25,,,,,,
2012-05-18,283.0,283.52,284.27,-61.12,102.83,150.11,,,,,,
2012-05-21,286.03,286.54,287.3,-58.09,105.85,153.14,,,,,,
2012-05-22,286.14,286.55,287.22,-57.98,105.86,153.06,-44750.0,134401.0,179151.0,2653.0,38109.0,35456.0
2012-05-23,281.21,281.55,282.33,-62.91,100.86,148.17,,,,,,
2012-05-24,282.19,282.57,283.26,-61.93,101.88,149.1,,,,,,
2012-05-25,282.88,283.29,283.99,-61.24,102.6,149.83,,,,,,
2012-05-29,280.88,281.32,282.14,-63.24,100.63,147.98,-37653.0,139864.0,177517.0,-81.0,37735.0,37816.0
2012-05-30,273.98,274.38,275.33,-70.18,93.82,141.32,,,,,,
2012-05-31,270.62,270.32,271.3,-74.24,89.79,137.38,,,,,,
2012-06-01,262.79,263.64,264.84,-81.77,82.13,129.73,,,,,,
2012-06-04,262.69,263.56,264.78,-81.87,82.05,129.67,,,,,,
2012-06-05,263.36,264.04,265.04,-81.2,82.53,129.93,-43182.0,126113.0,169295.0,246.0,39313.0,39067.0
2012-06-06,267.17,267.89,269.03,-77.39,86.38,133.92,,,,,,
2012-06-07,266.71,267.31,268.25,-77.85,85.8,133.14,,,,,,
2012-06-08,267.21,267.51,268.18,-77.35,86.0,133.07,,,,,,
2012-06-11,263.57,263.94,264.68,-80.99,82.43,129.57,,,,,,
2012-06-12,262.15,262.36,263.08,-82.41,80.85,127.97,-51063.0,121701.0,172764.0,5981.0,40319.0,34338.0
2012-06-13,261.09,261.47,262.23,-83.47,79.96,127.12,,,,,,
2012-06-14,262.78,263.16,263.91,-81.78,81.65,128.8,,,,,,
2012-06-15,264.65,264.99,265.66,-79.91,83.48,130.55,,,,,,
2012-06-18,261.77,261.98,262.72,-82.79,80.47,127.61,,,,,,
2012-06-19,263.51,263.42,263.97,-81.05,81.91,128.86,-45604.0,133426.0,179030.0,5907.0,41652.0,35745.0
2012-06-20,258.74,258.46,259.15,-85.82,76.95,124.04,,,,,,
2012-06-21,252.53,252.31,252.84,-92.03,70.8,117.73,,,,,,
2012-06-22,253.37,253.2,253.93,-91.19,71.69,118.82,,,,,,
2012-06-25,253.85,253.48,253.98,-90.71,71.97,118.87,,,,,,
2012-06-26,257.65,257.32,257.69,-86.91,75.81,122.58,-46492.0,133843.0,180335.0,3597.0,43503.0,39906.0
2012-06-27,259.37,259.02,259.28,-85.19,77.51,124.17,,,,,,
2012-06-28,255.19,254.72,255.0,-89.49,73.23,119.91,,,,,,
2012-06-29,269.6,270.99,271.16,-73.22,89.39,136.0,,,,,,
2012-07-02,267.59,267.69,268.13,-76.62,85.92,132.56,,,,,,
2012-07-03,275.85,276.03,276.64,-68.36,94.26,141.07,-49468.0,122692.0,172160.0,1035.0,40568.0,39533.0
2012-07-05,276.84,276.85,277.23,-67.37,95.08,141.66,,,,,,
2012-07-06,270.99,271.01,271.38,-73.22,89.24,135.81,,,,,,
2012-07-09,274.9,274.76,275.05,-69.31,92.99,139.48,,,,,,
2012-07-10,271.95,271.67,271.85,-72.26,89.9,136.28,-48944.0,128232.0,177176.0,1143.0,39806.0,38663.0
2012-07-11,276.18,275.99,276.27,-68.03,94.22,140.7,,,,,,
2012-07-12,277.33,277.1,277.41,-66.88,95.33,141.84,,,,,,
2012-07-13,278.82,278.86,279.34,-65.39,97.09,143.77,,,,,,
2012-07-16,282.77,282.79,283.4,-61.44,101.02,147.83,,,,,,
2012-07-17,284.22,284.22,284.82,-59.99,102.45,149.25,-47951.0,136108.0,184059.0,185.0,40853.0,40668.0
2012-07-18,287.76,287.71,288.14,-56.45,105.94,152.57,,,,,,
2012-07-19,294.7,294.68,295.01,-49.51,112.91,159.44,,,,,,
