,XB1,XB2,XB3,XB1 R:02_0_D,XB2 R:02_0_D,XB3 R:02_0_D,.RBCOMN,.RBCOML,.RBCOMS,.RBMMN,.RBMML,.RBMMS
2011-12-30,268.63,265.74,265.52,-30.29,20.52,17.04,,,,,,
2012-01-03,274.86,275.34,286.83,-21.17,30.34,27.06,-98410.0,99143.0,197553.0,63496.0,84926.0,21430.0
2012-01-04,278.52,279.49,291.94,-17.51,34.49,32.17,,,,,,
2012-01-05,273.65,274.8,287.87,-22.38,29.8,28.1,,,,,,
2012-01-06,275.16,276.42,290.03,-20.87,31.42,30.26,,,,,,
2012-01-09,275.9,276.89,290.07,-20.13,31.89,30.3,,,,,,
2012-01-10,277.28,277.92,290.42,-18.75,32.92,30.65,-106497.0,107086.0,213583.0,70251.0,88445.0,18194.0
2012-01-11,276.33,277.03,289.54,-19.7,32.03,29.77,,,,,,
2012-01-12,273.13,273.7,286.43,-22.9,28.7,26.66,,,,,,
2012-01-13,273.42,273.97,286.59,-22.61,28.97,26.82,,,,,,
2012-01-17,277.13,277.96,290.89,-18.9,32.96,31.12,-106064.0,112250.0,218314.0,72756.0,91271.0,18515.0
2012-01-18,282.54,282.92,294.8,-13.49,37.92,35.03,,,,,,
2012-01-19,281.58,282.28,295.35,-14.45,37.28,35.58,,,,,,
2012-01-20,278.44,279.03,292.42,-17.59,34.03,32.65,,,,,,
2012-01-23,277.79,278.56,292.38,-18.24,33.56,32.61,,,,,,
2012-01-24,280.5,281.05,293.99,-15.53,36.05,34.22,-112274.0,130087.0,242361.0,77861.0,94345.0,16484.0
2012-01-25,283.38,283.74,296.29,-12.65,38.74,36.52,,,,,,
2012-01-26,284.66,285.08,297.94,-11.37,40.08,38.17,,,,,,
2012-01-27,292.68,292.34,303.32,-3.35,47.34,43.55,,,,,,
2012-01-30,287.07,287.27,299.23,-8.42,43.25,39.93,,,,,,
2012-01-31,288.74,289.09,300.43,-6.6,44.45,40.96,-118638.0,118785.0,237423.0,82643.0,100392.0,17749.0
2012-02-01,289.22,301.21,299.79,-6.47,45.23,41.96,,,,,,
2012-02-02,286.89,299.83,298.62,-8.8,43.85,40.79,,,,,,
2012-02-03,291.44,304.66,303.46,-4.25,48.68,45.63,,,,,,
2012-02-06,292.79,306.74,305.74,-2.9,50.76,47.91,,,,,,
2012-02-07,292.75,306.74,305.72,-2.94,50.76,47.89,-121575.0,120684.0,242259.0,87600.0,104049.0,16449.0
2012-02-08,297.52,310.99,309.53,1.83,55.01,51.7,,,,,,
2012-02-09,301.28,315.22,313.73,5.59,59.24,55.9,,,,,,
2012-02-10,297.49,312.24,311.07,1.8,56.26,53.24,,,,,,
2012-02-13,301.25,316.0,314.7,5.56,60.02,56.87,,,,,,
2012-02-14,298.25,314.04,312.96,2.56,58.06,55.13,-123293.0,130345.0,253638.0,86533.0,104854.0,18321.0
2012-02-15,300.67,316.92,315.96,4.98,60.94,58.13,,,,,,
2012-02-16,304.71,320.66,319.46,9.02,64.68,61.63,,,,,,
2012-02-17,301.56,318.76,317.77,5.87,62.78,59.94,,,,,,
2012-02-21,307.02,324.85,323.85,11.33,68.87,66.02,-124477.0,132556.0,257033.0,88208.0,107644.0,19436.0
2012-02-22,308.77,326.3,325.36,13.08,70.32,67.53,,,,,,
2012-02-23,311.36,328.8,327.81,15.67,72.82,69.98,,,,,,
2012-02-24,315.28,332.47,331.55,19.59,76.49,73.72,,,,,,
2012-02-27,312.83,330.27,329.41,17.14,74.29,71.58,,,,,,
2012-02-28,304.01,322.47,321.95,9.34,66.83,64.55,-126964.0,137844.0,264808.0,92149.0,111634.0,19485.0
2012-02-29,304.23,325.72,325.07,12.59,69.95,67.41,,,,,,
2012-03-01,335.17,334.25,330.9,22.04,79.13,76.07,,,,,,
2012-03-02,327.21,326.79,324.17,14.08,71.67,69.34,,,,,,
2012-03-05,325.8,325.71,323.65,12.67,70.59,68.82,,,,,,
2012-03-06,322.99,322.93,321.13,9.86,67.81,66.3,-128561.0,143248.0,271809.0,95788.0,116302.0,20514.0
2012-03-07,328.74,328.38,326.07,15.61,73.26,71.24,,,,,,
2012-03-08,331.4,331.38,329.34,18.27,76.26,74.51,,,,,,
2012-03-09,333.24,332.92,330.58,20.11,77.8,75.75,,,,,,
2012-03-12,332.3,332.18,329.78,19.17,77.06,74.95,,,,,,
2012-03-13,335.46,335.33,332.71,22.33,80.21,77.88,-123976.0,153131.0,277107.0,93208.0,112977.0,19769.0
2012-03-14,334.7,334.29,331.57,21.57,79.17,76.74,,,,,,
2012-03-15,328.85,328.42,325.58,15.72,73.3,70.75,,,,,,
2012-03-16,335.69,335.35,332.28,22.56,80.23,77.45,,,,,,
2012-03-19,336.78,336.18,332.82,23.65,81.06,77.99,,,,,,
2012-03-20,336.31,335.13,330.98,23.18,80.01,76.15,-118984.0,154613.0,273597.0,89097.0,105975.0,16878.0
2012-03-21,335.71,334.52,330.62,22.58,79.4,75.79,,,,,,
2012-03-22,333.96,332.57,328.34,20.83,77.45,73.51,,,,,,
2012-03-23,338.52,336.89,332.5,25.39,81.77,77.67,,,,,,
2012-03-26,341.66,339.87,335.14,28.53,84.75,80.31,,,,,,
2012-03-27,340.56,338.64,334.15,27.43,83.52,79.32,-121930.0,137057.0,258987.0,90950.0,106776.0,15826.0
2012-03-28,339.55,336.21,331.22,26.42,81.09,76.39,,,,,,
2012-03-29,340.06,333.97,328.02,24.18,77.89,72.74,,,,,,
2012-03-30,338.99,330.81,324.93,21.02,74.8,69.76,,,,,,
2012-04-02,338.22,331.37,325.54,28.43,81.24,75.83,,,,,,
2012-04-03,339.54,331.46,324.94,29.75,81.33,75.23,-125100.0,110226.0,235326.0,97637.0,114866.0,17229.0
2012-04-04,333.36,326.28,319.85,23.57,76.15,70.14,,,,,,
2012-04-05,334.05,327.66,321.77,24.26,77.53,72.06,,,,,,
2012-04-09,329.67,323.46,317.82,19.88,73.33,68.11,,,,,,
2012-04-10,324.96,318.24,312.5,15.17,68.11,62.79,-117442.0,122636.0,240078.0,92206.0,108113.0,15907.0
2012-04-11,329.55,321.57,314.86,19.76,71.44,65.15,,,,,,
2012-04-12,335.67,326.98,320.08,25.88,76.85,70.37,,,,,,
2012-04-13,334.61,326.67,319.97,24.82,76.54,70.26,,,,,,
2012-04-16,326.7,319.41,313.24,16.91,69.28,63.53,,,,,,
2012-04-17,323.4,317.52,312.15,13.61,67.39,62.44,-120074.0,133844.0,253918.0,91980.0,109325.0,17345.0
2012-04-18,320.27,314.89,309.78,10.48,64.76,60.07,,,,,,
2012-04-19,315.41,311.58,307.58,5.62,61.45,57.87,,,,,,
2012-04-20,314.27,311.0,307.22,4.48,60.87,57.51,,,,,,
2012-04-23,318.73,314.76,309.95,8.94,64.63,60.24,,,,,,
2012-04-24,315.93,312.41,308.04,6.14,62.28,58.33,-113005.0,126851.0,239856.0,85108.0,103065.0,17957.0
2012-04-25,315.57,311.91,307.86,5.78,61.78,58.15,,,,,,
2012-04-26,318.33,313.28,308.52,8.54,63.15,58.81,,,,,,
2012-04-27,320.62,314.45,309.67,10.83,64.32,59.96,,,,,,
2012-04-30,318.44,312.46,308.42,8.84,63.07,59.08,,,,,,
2012-05-01,309.71,306.43,303.19,6.09,61.08,57.67,-119013.0,87697.0,206710.0,88910.0,103624.0,14714.0
2012-05-02,307.57,304.16,300.8,3.95,58.81,55.28,,,,,,
2012-05-03,305.0,300.78,296.92,1.38,55.43,51.4,,,,,,
2012-05-04,297.58,293.3,289.3,-6.04,47.95,43.78,,,,,,
2012-05-07,297.41,292.87,288.93,-6.21,47.52,43.41,,,,,,
2012-05-08,299.44,293.94,289.52,-4.18,48.59,44.0,-107919.0,101503.0,209422.0,77482.0,95826.0,18344.0
2012-05-09,302.41,295.7,290.38,-1.21,50.35,44.86,,,,,,
2012-05-10,301.02,294.22,289.3,-2.6,48.87,43.78,,,,,,
2012-05-11,300.08,293.31,288.37,-3.54,47.96,42.85,,,,,,
2012-05-14,295.9,290.16,285.66,-7.72,44.81,40.14,,,,,,
2012-05-15,294.41,289.16,285.1,-9.21,43.81,39.58,-105299.0,108880.0,214179.0,74830.0,91120.0,16290.0
2012-05-16,292.09,286.51,282.31,-11.53,41.16,36.79,,,,,,
2012-05-17,287.82,281.74,277.37,-15.8,36.39,31.85,,,,,,
2012-05-18,288.95,282.02,277.05,-14.67,36.67,31.53,,,,,,
2012-05-21,294.01,286.46,281.17,-9.61,41.11,35.65,,,,,,
2012-05-22,293.7,285.92,280.5,-9.92,40.57,34.98,-104937.0,102729.0,207666.0,75765.0,91950.0,16185.0
2012-05-23,287.23,280.15,275.12,-16.39,34.8,29.6,,,,,,
2012-05-24,287.65,281.93,277.18,-15.97,36.58,31.66,,,,,,
2012-05-25,289.29,283.17,278.29,-14.33,37.82,32.77,,,,,,
2012-05-29,290.65,283.35,277.9,-12.97,38.0,32.38,-104277.0,89632.0,193909.0,75449.0,90467.0,15018.0
2012-05-30,285.82,277.39,271.53,-18.93,31.63,25.7,,,,,,
2012-05-31,282.5,272.27,266.76,-24.05,26.86,21.26,,,,,,
2012-06-01,265.68,259.44,254.61,-30.64,19.54,13.43,,,,,,
2012-06-04,267.07,260.48,255.19,-29.25,20.58,14.01,,,,,,
2012-06-05,268.47,261.41,255.93,-27.85,21.51,14.75,-98098.0,85984.0,184082.0,70537.0,84795.0,14258.0
2012-06-06,269.03,263.16,258.39,-27.29,23.26,17.21,,,,,,
2012-06-07,268.5,262.22,257.25,-27.82,22.32,16.07,,,,,,
2012-06-08,268.52,262.15,257.0,-27.8,22.25,15.82,,,,,,
2012-06-11,265.66,258.77,253.22,-30.66,18.87,12.04,,,,,,
2012-06-12,265.02,258.33,252.91,-31.3,18.43,11.73,-90749.0,103793.0,194542.0,63389.0,79005.0,15616.0
2012-06-13,265.54,258.41,252.62,-30.78,18.51,11.44,,,,,,
2012-06-14,267.64,260.36,254.58,-28.68,20.46,13.4,,,,,,
2012-06-15,270.17,262.57,256.41,-26.15,22.67,15.23,,,,,,
2012-06-18,266.09,258.65,252.8,-30.23,18.75,11.62,,,,,,
2012-06-19,264.15,256.99,251.28,-32.17,17.09,10.1,-90666.0,108008.0,198674.0,65122.0,81001.0,15879.0
2012-06-20,259.02,250.73,244.71,-37.3,10.83,3.53,,,,,,
2012-06-21,255.01,245.2,238.22,-41.31,5.3,-2.96,,,,,,
2012-06-22,256.99,246.76,239.98,-39.33,6.86,-1.2,,,,,,
2012-06-25,264.58,249.82,241.33,-31.74,9.92,0.15,,,,,,
2012-06-26,264.51,252.29,244.69,-31.81,12.39,3.51,-86479.0,93186.0,179665.0,64442.0,83110.0,18668.0
2012-06-27,262.04,249.89,243.19,-34.28,9.99,2.01,,,,,,
2012-06-28,261.42,247.73,240.31,-36.44,7.11,-1.45,,,,,,
2012-06-29,272.72,263.18,255.75,-20.99,22.55,13.91,,,,,,
2012-07-02,262.39,254.13,237.37,-21.78,20.93,11.91,,,,,,
2012-07-03,272.29,263.03,245.71,-11.88,29.83,20.25,-94678.0,68199.0,162877.0,68391.0,84330.0,15939.0
2012-07-05,276.48,265.52,246.53,-7.69,32.32,21.07,,,,,,
2012-07-06,271.6,260.26,241.14,-12.57,27.06,15.68,,,,,,
2012-07-09,275.94,264.36,245.2,-8.23,31.16,19.74,,,,,,
2012-07-10,274.69,261.46,241.67,-9.48,28.26,16.21,-96880.0,68948.0,165828.0,68585.0,84554.0,15969.0
2012-07-11,276.89,264.22,244.87,-7.28,31.02,19.41,,,,,,
2012-07-12,280.62,266.89,247.05,-3.55,33.69,21.59,,,,,,
2012-07-13,281.61,268.73,249.29,-2.56,35.53,23.83,,,,,,
2012-07-16,285.47,272.87,253.7,1.3,39.67,28.24,,,,,,
2012-07-17,284.5,273.49,255.31,0.33,40.29,29.85,-93815.0,77279.0,171094.0,61496.0,81540.0,20044.0
2012-07-18,288.34,277.55,259.46,4.17,44.35,34.0,,,,,,
2012-07-19,293.89,284.14,266.01,9.72,50.94,40.55,,,,,,
2012-07-20,294.3,284.45,265.17,10.13,51.25,39.71,,,,,,
2012-07-23,288.29,276.38,256.66,4.12,43.18,31.2,,,,,,
2012-07-24,282.48,272.58,254.55,-1.69,39.38,29.09,-106909.0,81648.0,188557.0,70802.0,88150.0,17348.0
2012-07-25,279.29,271.62,255.22,-4.88,38.42,29.76,,,,,,
2012-07-26,281.38,273.7,257.14,-2.79,40.5,31.68,,,,,,
2012-07-27,288.78,279.67,261.28,4.61,46.47,35.82,,,,,,
2012-07-30,293.68,281.84,262.28,6.78,47.47,36.26,,,,,,
2012-07-31,291.46,277.43,258.34,2.37,43.53,32.41,-103293.0,68073.0,171366.0,64582.0,84355.0,19773.0
2012-08-01,283.42,262.81,257.17,8.36,48.0,36.42,,,,,,
2012-08-02,286.96,264.17,257.97,11.9,49.36,37.22,,,,,,
2012-08-03,293.1,271.27,264.97,18.04,56.46,44.22,,,,,,
2012-08-06,292.22,271.73,266.04,17.16,56.92,45.29,,,,,,
2012-08-07,299.13,278.19,271.82,24.07,63.38,51.07,-109512.0,68812.0,178324.0,68946.0,93512.0,24566.0
2012-08-08,298.04,278.29,272.49,22.98,63.48,51.74,,,,,,
2012-08-09,300.08,280.83,275.2,25.02,66.02,54.45,,,,,,
2012-08-10,300.39,280.6,274.47,25.33,65.79,53.72,,,,,,
2012-08-13,299.07,281.21,275.43,24.01,66.4,54.68,,,,,,
2012-08-14,300.14,281.98,276.02,25.08,67.17,55.27,-111600.0,75876.0,187476.0,71869.0,97473.0,25604.0
2012-08-15,308.4,288.82,282.23,33.34,74.01,61.48,,,,,,
2012-08-16,308.32,290.41,284.13,33.26,75.6,63.38,,,,,,
2012-08-17,302.75,286.84,281.19,27.69,72.03,60.44,,,,,,
2012-08-20,303.08,287.29,281.32,28.02,72.48,60.57,,,,,,
