,CO1,CO2,CO3,CO1 R:02_0_D,CO2 R:02_0_D,CO3 R:02_0_D,.BRCOMN,.BRCOML,.BRCOMS,.BRMMN,.BRMML,.BRMMS
2022-03-24,119.03,115.3,111.51,79.8,81.12,81.03,,,,,,
2022-03-25,120.65,117.37,113.58,81.42,83.19,83.1,,,,,,
2022-03-28,112.48,109.49,106.16,73.25,75.31,75.68,,,,,,
2022-03-29,110.23,107.71,104.74,71.0,73.53,74.26,-328531.0,827260.0,1155791.0,73460.0,354479.0,281019.0
2022-03-30,113.45,111.44,108.64,74.73,77.43,78.19,,,,,,
2022-03-31,107.91,104.71,102.73,68.0,71.52,73.1,,,,,,
2022-04-01,104.39,102.82,101.44,67.68,71.61,73.56,,,,,,
2022-04-04,107.53,106.0,104.56,70.82,74.79,76.68,,,,,,
2022-04-05,106.64,105.2,103.8,69.93,73.99,75.92,-308922.0,813112.0,1122034.0,75272.0,351892.0,276620.0
2022-04-06,101.07,100.25,99.31,64.36,69.04,71.43,,,,,,
2022-04-07,100.58,100.05,99.36,63.87,68.84,71.48,,,,,,
2022-04-08,102.78,102.17,101.37,66.07,70.96,73.49,,,,,,
2022-04-11,98.48,98.27,97.87,61.77,67.06,69.99,,,,,,
2022-04-12,104.64,104.22,103.55,67.93,73.01,75.67,-319101.0,819584.0,1138685.0,86809.0,344757.0,257948.0
2022-04-13,108.78,108.08,106.99,72.07,76.87,79.11,,,,,,
2022-04-14,111.7,110.8,109.47,74.99,79.59,81.59,,,,,,
2022-04-18,113.16,111.94,110.31,76.45,80.73,82.43,,,,,,
2022-04-19,107.25,106.63,105.23,70.54,75.42,77.35,-334374.0,833166.0,1167540.0,107352.0,363026.0,255674.0
2022-04-20,106.8,106.33,105.21,70.09,75.12,77.33,,,,,,
2022-04-21,108.33,107.96,106.77,71.62,76.75,78.89,,,,,,
2022-04-22,106.65,106.15,104.87,69.94,74.94,76.99,,,,,,
2022-04-25,102.32,102.16,101.2,65.61,70.95,73.32,,,,,,
2022-04-26,104.99,104.61,103.52,68.28,73.4,75.64,-333712.0,803086.0,1136798.0,105823.0,353810.0,247987.0
2022-04-27,105.32,104.95,103.85,68.61,73.74,75.97,,,,,,
2022-04-28,107.59,107.26,105.72,70.92,75.61,77.46,,,,,,
2022-04-29,109.34,107.14,105.45,70.8,75.34,76.98,,,,,,
2022-05-02,107.58,105.97,104.08,71.24,75.86,77.58,,,,,,
2022-05-03,104.97,103.73,102.16,68.63,73.62,75.66,-326082.0,779839.0,1105921.0,91925.0,343066.0,251141.0
2022-05-04,110.14,108.72,106.95,73.8,78.61,80.45,,,,,,
2022-05-05,110.9,109.22,107.31,74.56,79.11,80.81,,,,,,
2022-05-06,112.39,110.84,108.99,76.05,80.73,82.49,,,,,,
2022-05-09,105.94,104.6,102.99,69.6,74.49,76.49,,,,,,
2022-05-10,102.46,101.24,99.77,66.12,71.13,73.27,-314696.0,778415.0,1093111.0,86918.0,345632.0,258714.0
2022-05-11,107.51,106.1,104.46,71.17,75.99,77.96,,,,,,
2022-05-12,107.45,105.99,104.23,71.11,75.88,77.73,,,,,,
2022-05-13,111.55,109.75,107.71,75.21,79.64,81.21,,,,,,
2022-05-16,114.24,112.11,109.68,77.9,82.0,83.18,,,,,,
2022-05-17,111.93,109.85,107.53,75.59,79.74,81.03,-325780.0,789795.0,1115575.0,114806.0,362219.0,247413.0
2022-05-18,109.11,106.93,104.53,72.77,76.82,78.03,,,,,,
2022-05-19,112.04,109.82,107.31,75.7,79.71,80.81,,,,,,
2022-05-20,112.55,109.99,107.32,76.21,79.88,80.82,,,,,,
2022-05-23,113.42,110.78,108.1,77.08,80.67,81.6,,,,,,
2022-05-24,113.56,110.69,108.11,77.22,80.58,81.61,-318043.0,808105.0,1126148.0,111592.0,372565.0,260973.0
2022-05-25,114.03,111.12,108.68,77.69,81.01,82.18,,,,,,
2022-05-26,117.4,114.17,111.55,81.06,84.06,85.05,,,,,,
2022-05-27,119.43,115.56,112.7,83.09,85.45,86.2,,,,,,
2022-05-30,121.67,117.6,114.51,85.13,87.26,87.78,,,,,,
2022-05-31,122.84,115.6,112.58,83.13,85.33,85.92,-319730.0,815073.0,1134803.0,124266.0,385543.0,261277.0
2022-06-01,116.29,113.56,111.03,83.82,86.31,87.02,,,,,,
2022-06-02,117.61,115.03,112.55,85.14,87.78,88.54,,,,,,
2022-06-03,119.72,117.03,114.43,87.25,89.78,90.42,,,,,,
2022-06-06,119.51,116.97,114.45,87.04,89.72,90.44,,,,,,
2022-06-07,120.57,118.14,115.8,88.1,90.89,91.79,-331489.0,784190.0,1115679.0,139148.0,395623.0,256475.0
2022-06-08,123.58,120.89,118.36,91.11,93.64,94.35,,,,,,
2022-06-09,123.07,120.3,117.82,90.6,93.05,93.81,,,,,,
2022-06-10,122.01,119.02,116.37,89.54,91.77,92.36,,,,,,
2022-06-13,122.27,119.07,116.35,89.8,91.82,92.34,,,,,,
2022-06-14,121.17,117.78,114.94,88.7,90.53,90.93,-335887.0,776740.0,1112627.0,139637.0,395572.0,255935.0
2022-06-15,118.51,115.47,112.85,86.04,88.22,88.84,,,,,,
2022-06-16,119.81,117.0,114.4,87.34,89.75,90.39,,,,,,
2022-06-17,113.12,110.39,107.92,80.65,83.14,83.91,,,,,,
2022-06-20,114.13,111.36,108.88,81.66,84.11,84.87,,,,,,
2022-06-21,114.65,111.77,109.19,82.18,84.52,85.18,-323156.0,776965.0,1100121.0,129064.0,375206.0,246142.0
2022-06-22,111.74,108.65,106.15,79.27,81.4,82.14,,,,,,
2022-06-23,110.05,106.46,103.69,77.58,79.21,79.68,,,,,,
2022-06-24,113.12,109.1,106.09,80.65,81.85,82.08,,,,,,
2022-06-27,115.09,110.98,107.88,82.62,83.73,83.87,,,,,,
2022-06-28,117.98,113.8,110.78,85.51,86.55,86.77,-312664.0,774109.0,1086773.0,121231.0,363920.0,242689.0
2022-06-29,116.26,112.45,109.26,84.16,85.03,85.1,,,,,,
2022-06-30,114.81,109.03,105.59,80.74,81.36,81.32,,,,,,
2022-07-01,111.63,107.8,104.65,83.34,83.57,83.15,,,,,,
2022-07-04,113.5,109.46,106.11,85.21,85.23,84.61,,,,,,
2022-07-05,102.77,98.99,95.79,74.48,74.76,74.29,-249560.0,785122.0,1034682.0,67868.0,315618.0,247750.0
2022-07-06,100.69,97.09,94.12,72.4,72.86,72.62,,,,,,
2022-07-07,104.65,100.98,97.99,76.36,76.75,76.49,,,,,,
2022-07-08,107.02,103.46,100.51,78.73,79.23,79.01,,,,,,
2022-07-11,107.1,103.65,100.8,78.81,79.42,79.3,,,,,,
2022-07-12,99.49,96.12,93.61,71.2,71.89,72.11,-228494.0,812067.0,1040561.0,45460.0,290544.0,245084.0
2022-07-13,99.57,96.29,93.97,71.28,72.06,72.47,,,,,,
2022-07-14,99.1,95.31,92.82,70.81,71.08,71.32,,,,,,
2022-07-15,101.16,97.15,94.54,72.87,72.92,73.04,,,,,,
2022-07-18,106.27,101.86,98.95,77.98,77.63,77.45,,,,,,
2022-07-19,107.35,102.88,99.84,79.06,78.65,78.34,-252670.0,839645.0,1092315.0,53434.0,303423.0,249989.0
2022-07-20,106.92,102.37,99.51,78.63,78.14,78.01,,,,,,
2022-07-21,103.86,99.48,96.97,75.57,75.25,75.47,,,,,,
2022-07-22,103.2,98.38,95.93,74.91,74.15,74.43,,,,,,
2022-07-25,105.15,100.19,97.8,76.86,75.96,76.3,,,,,,
2022-07-26,104.4,99.46,97.14,76.11,75.23,75.64,-232425.0,833412.0,1065837.0,43332.0,302208.0,258876.0
2022-07-27,106.62,101.67,99.44,78.33,77.44,77.94,,,,,,
2022-07-28,107.14,101.83,99.49,78.49,77.49,77.93,,,,,,
2022-07-29,110.01,103.97,101.44,80.63,79.44,79.81,,,,,,
2022-08-01,100.03,97.95,96.47,76.69,75.95,76.66,,,,,,
2022-08-02,100.54,98.64,97.28,77.2,76.64,77.47,-240393.0,739532.0,979925.0,34888.0,302533.0,267645.0
2022-08-03,96.78,95.2,94.06,73.44,73.2,74.25,,,,,,
2022-08-04,94.12,92.5,91.31,70.78,70.5,71.5,,,,,,
2022-08-05,94.92,93.18,91.92,71.58,71.18,72.11,,,,,,
2022-08-08,96.65,95.12,93.9,73.31,73.12,74.09,,,,,,
2022-08-09,96.31,94.85,93.64,72.97,72.85,73.83,-229454.0,782449.0,1011903.0,13691.0,284267.0,270576.0
2022-08-10,97.4,96.23,95.18,74.06,74.23,75.37,,,,,,
2022-08-11,99.6,98.3,97.15,76.26,76.3,77.34,,,,,,
2022-08-12,98.15,96.9,95.78,74.81,74.9,75.97,,,,,,
2022-08-15,95.1,94.28,93.4,71.76,72.28,73.59,,,,,,
2022-08-16,92.34,91.74,91.06,69.0,69.74,71.25,-209233.0,842397.0,1051630.0,-1054.0,283987.0,285041.0
2022-08-17,93.65,93.02,92.3,70.31,71.02,72.49,,,,,,
2022-08-18,96.59,95.76,94.68,73.25,73.76,74.87,,,,,,
2022-08-19,96.72,96.09,95.14,73.38,74.09,75.33,,,,,,
2022-08-22,96.48,95.81,94.88,73.14,73.81,75.07,,,,,,
2022-08-23,100.22,99.17,98.0,76.88,77.17,78.19,-238846.0,822099.0,1060945.0,16126.0,301162.0,285036.0
2022-08-24,101.22,100.34,99.11,77.88,78.34,79.3,,,,,,
2022-08-25,99.34,98.46,97.25,76.0,76.46,77.44,,,,,,
2022-08-26,100.99,99.01,97.35,77.65,77.01,77.54,,,,,,
2022-08-29,105.09,102.93,100.94,81.75,80.93,81.13,,,,,,
2022-08-30,99.31,97.84,96.46,76.66,76.45,77.08,-256213.0,766537.0,1022750.0,37264.0,324221.0,286957.0
2022-08-31,96.49,95.64,94.21,74.46,74.2,74.95,,,,,,
2022-09-01,92.36,91.32,90.3,71.18,71.31,72.32,,,,,,
2022-09-02,93.02,91.81,90.66,71.84,71.8,72.68,,,,,,
2022-09-05,95.74,94.4,93.07,74.56,74.39,75.09,,,,,,
2022-09-06,92.83,91.97,90.92,71.65,71.96,72.94,-261032.0,717153.0,978185.0,34497.0,305422.0,270925.0
2022-09-07,88.0,87.21,86.31,66.82,67.2,68.33,,,,,,
2022-09-08,89.15,88.25,87.22,67.97,68.24,69.24,,,,,,
2022-09-09,92.84,91.71,90.42,71.66,71.7,72.44,,,,,,
2022-09-12,94.0,92.93,91.68,72.82,72.92,73.7,,,,,,
2022-09-13,93.17,92.22,90.88,71.99,72.21,72.9,-265011.0,723123.0,988134.0,36644.0,297966.0,261322.0
2022-09-14,94.1,93.12,91.69,72.92,73.11,73.71,,,,,,
2022-09-15,90.84,89.61,88.12,69.66,69.6,70.14,,,,,,
2022-09-16,91.35,90.05,88.51,70.17,70.04,70.53,,,,,,
2022-09-19,92.0,90.66,89.09,70.82,70.65,71.11,,,,,,
2022-09-20,90.62,89.4,87.85,69.44,69.39,69.87,-265841.0,749848.0,1015689.0,41682.0,296003.0,254321.0
2022-09-21,89.83,88.8,87.31,68.65,68.79,69.33,,,,,,
2022-09-22,90.46,89.53,88.1,69.28,69.52,70.12,,,,,,
2022-09-23,86.15,85.03,83.61,64.97,65.02,65.63,,,,,,
2022-09-26,84.06,82.86,81.34,62.88,62.85,63.36,,,,,,
2022-09-27,86.27,84.87,83.11,65.09,64.86,65.13,-247571.0,772731.0,1020302.0,28110.0,298449.0,270339.0
2022-09-28,89.32,88.05,86.28,68.14,68.04,68.3,,,,,,
2022-09-29,88.49,87.18,85.48,67.27,67.24,67.52,,,,,,
2022-09-30,87.96,85.14,83.52,65.23,65.28,65.6,,,,,,
2022-10-03,88.86,86.94,85.22,68.95,68.7,68.83,,,,,,
2022-10-04,91.8,89.82,87.99,71.89,71.58,71.6,-291015.0,753344.0,1044359.0,62708.0,320681.0,257973.0
2022-10-05,93.37,91.61,89.86,73.46,73.37,73.47,,,,,,
2022-10-06,94.42,92.67,90.95,74.51,74.43,74.56,,,,,,
2022-10-07,97.92,95.89,93.92,78.01,77.65,77.53,,,,,,
2022-10-10,96.19,94.36,92.49,76.28,76.12,76.1,,,,,,
2022-10-11,94.29,92.49,90.7,74.38,74.25,74.31,-314516.0,780558.0,1095074.0,88607.0,335728.0,247121.0
2022-10-12,92.45,90.82,89.16,72.54,72.58,72.77,,,,,,
2022-10-13,94.57,92.92,91.21,74.66,74.68,74.82,,,,,,
2022-10-14,91.63,90.15,88.51,71.72,71.91,72.12,,,,,,
2022-10-17,91.62,90.18,88.58,71.71,71.94,72.19,,,,,,
2022-10-18,90.03,88.6,87.13,70.12,70.36,70.74,-306765.0,897059.0,1203824.0,68410.0,313895.0,245485.0
2022-10-19,92.41,90.56,88.85,72.5,72.32,72.46,,,,,,
2022-10-20,92.38,90.45,88.61,72.47,72.21,72.22,,,,,,
2022-10-21,93.5,91.34,89.45,73.59,73.1,73.06,,,,,,
2022-10-24,93.26,91.21,89.43,73.35,72.97,73.04,,,,,,
2022-10-25,93.52,91.74,90.1,73.61,73.5,73.71,-336758.0,878152.0,1214910.0,97222.0,339947.0,242725.0
2022-10-26,95.69,93.79,92.09,75.78,75.55,75.7,,,,,,
2022-10-27,96.96,95.04,93.25,77.05,76.8,76.86,,,,,,
2022-10-28,95.77,93.77,91.86,75.86,75.53,75.47,,,,,,
2022-10-31,94.83,92.81,91.02,74.9,74.69,74.7,,,,,,
2022-11-01,94.65,92.79,91.17,76.74,76.46,76.4,-342977.0,758551.0,1101528.0,108440.0,361879.0,253439.0
2022-11-02,96.16,94.42,92.85,78.25,78.09,78.08,,,,,,
2022-11-03,94.67,93.07,91.56,76.76,76.74,76.79,,,,,,
2022-11-04,98.57,96.9,95.33,80.66,80.57,80.56,,,,,,
2022-11-07,97.92,96.36,94.88,80.01,80.03,80.11,,,,,,
2022-11-08,95.36,93.98,92.64,77.45,77.65,77.87,-339414.0,751851.0,1091265.0,102783.0,369415.0,266632.0
2022-11-09,92.65,91.21,89.91,74.74,74.88,75.14,,,,,,
2022-11-10,93.67,92.09,90.71,75.76,75.76,75.94,,,,,,
2022-11-11,95.99,94.41,92.98,78.08,78.08,78.21,,,,,,
2022-11-14,93.14,91.82,90.6,75.23,75.49,75.83,,,,,,
2022-11-15,93.86,92.75,91.73,75.95,76.42,76.96,-309960.0,784837.0,1094797.0,71342.0,358217.0,286875.0
2022-11-16,92.86,91.65,90.57,74.95,75.32,75.8,,,,,,
2022-11-17,89.78,88.82,87.99,71.87,72.49,73.22,,,,,,
2022-11-18,87.62,87.15,86.56,69.71,70.82,71.79,,,,,,
2022-11-21,87.45,87.09,86.67,69.54,70.76,71.9,,,,,,
2022-11-22,88.36,87.7,87.21,70.45,71.37,72.44,-234580.0,816541.0,1051121.0,-11351.0,308520.0,319871.0
2022-11-23,85.41,85.14,84.93,67.5,68.81,70.16,,,,,,
2022-11-24,85.34,85.24,85.1,67.43,68.91,70.33,,,,,,
2022-11-25,83.63,83.71,83.54,65.72,67.38,68.77,,,,,,
2022-11-28,83.19,83.89,83.79,65.28,67.56,69.02,,,,,,
2022-11-29,83.03,84.25,84.24,65.64,68.01,69.55,-198367.0,795983.0,994350.0,-43425.0,282919.0,326344.0
2022-11-30,85.43,86.97,86.99,68.36,70.76,72.29,,,,,,
2022-12-01,86.88,86.81,86.58,68.27,70.58,72.04,,,,,,
2022-12-02,85.57,85.55,85.43,66.96,69.32,70.89,,,,,,
2022-12-05,82.68,82.66,82.63,64.07,66.43,68.09,,,,,,
2022-12-06,79.35,79.67,79.84,60.74,63.44,65.3,-179087.0,744021.0,923108.0,-53230.0,284800.0,338030.0
2022-12-07,77.17,77.59,77.83,58.56,61.36,63.29,,,,,,
2022-12-08,76.15,76.59,76.83,57.54,60.36,62.29,,,,,,
2022-12-09,76.1,76.6,76.84,57.49,60.37,62.3,,,,,,
2022-12-12,77.99,78.34,78.47,59.38,62.11,63.93,,,,,,
2022-12-13,80.68,80.86,80.79,62.07,64.63,66.25,-184870.0,793863.0,978733.0,-69327.0,287187.0,356514.0
2022-12-14,82.7,82.75,82.49,64.09,66.52,67.95,,,,,,
2022-12-15,81.21,81.32,80.99,62.6,65.09,66.45,,,,,,
2022-12-16,79.04,79.49,79.36,60.43,63.26,64.82,,,,,,
2022-12-19,79.8,80.14,79.87,61.19,63.91,65.33,,,,,,
2022-12-20,79.99,80.53,80.44,61.38,64.3,65.9,-193519.0,823116.0,1016635.0,-54952.0,295806.0,350758.0
2022-12-21,82.2,82.58,82.39,63.59,66.35,67.85,,,,,,
2022-12-22,80.98,81.67,81.46,62.37,65.44,66.92,,,,,,
2022-12-23,83.92,84.5,84.34,65.31,68.27,69.8,,,,,,
2022-12-27,84.33,84.68,84.58,65.72,68.45,70.04,-235460.0,800903.0,1036363.0,-26314.0,321134.0,347448.0
2022-12-28,83.26,83.99,83.93,65.03,67.8,69.39,,,,,,
2022-12-29,82.26,83.46,83.31,64.5,67.18,68.72,,,,,,
2022-12-30,85.91,85.65,85.27,66.95,69.52,70.98,,,,,,
2023-01-02,85.91,85.65,85.27,66.95,69.52,70.98,,,,,,
2023-01-03,82.1,82.12,81.95,63.14,65.99,67.66,-247886.0,747352.0,995238.0,-23390.0,323921.0,347311.0
2023-01-04,77.84,78.01,78.01,58.88,61.88,63.72,,,,,,
2023-01-05,78.69,78.82,78.8,59.73,62.69,64.51,,,,,,
2023-01-06,78.57,78.75,78.74,59.61,62.62,64.45,,,,,,
2023-01-09,79.65,79.89,79.89,60.69,63.76,65.6,,,,,,
2023-01-10,80.1,80.28,80.25,61.14,64.15,65.96,-259477.0,819001.0,1078478.0,-33892.0,324975.0,358867.0
2023-01-11,82.67,82.86,82.71,63.71,66.73,68.42,,,,,,
2023-01-12,84.03,84.19,83.97,65.07,68.06,69.68,,,,,,
2023-01-13,85.28,85.55,85.34,66.32,69.42,71.05,,,,,,
2023-01-16,84.46,84.66,84.45,65.5,68.53,70.16,,,,,,
2023-01-17,85.92,86.09,85.88,66.96,69.96,71.59,-303166.0,899308.0,1202474.0,-1158.0,348463.0,349621.0
2023-01-18,84.98,85.25,85.19,66.02,69.12,70.9,,,,,,
2023-01-19,86.16,86.31,86.18,67.2,70.18,71.89,,,,,,
2023-01-20,87.63,87.68,87.51,68.67,71.55,73.22,,,,,,
2023-01-23,88.19,88.16,87.97,69.23,72.03,73.68,,,,,,
2023-01-24,86.13,86.25,86.14,67.17,70.12,71.85,-332902.0,926122.0,1259024.0,33934.0,378800.0,344866.0
2023-01-25,86.12,86.19,86.04,67.16,70.06,71.75,,,,,,
2023-01-26,87.47,87.28,87.06,68.51,71.15,72.77,,,,,,
2023-01-27,86.66,86.4,86.04,67.7,70.27,71.75,,,,,,
2023-01-30,84.9,84.5,84.14,65.8,68.37,69.87,,,,,,
2023-01-31,84.49,85.46,85.17,66.76,69.4,70.94,-341072.0,934852.0,1275924.0,35268.0,391708.0,356440.0
2023-02-01,82.84,82.58,82.16,64.14,66.81,68.35,,,,,,
2023-02-02,82.17,82.03,81.7,63.47,66.26,67.89,,,,,,
2023-02-03,79.94,79.71,79.33,61.24,63.94,65.52,,,,,,
2023-02-06,80.99,80.71,80.29,62.29,64.94,66.48,,,,,,
2023-02-07,83.69,83.37,82.89,64.99,67.6,69.08,-335243.0,885986.0,1221229.0,27248.0,374365.0,347117.0
2023-02-08,85.09,84.7,84.16,66.39,68.93,70.35,,,,,,
2023-02-09,84.5,84.06,83.52,65.8,68.29,69.71,,,,,,
2023-02-10,86.39,85.99,85.35,67.69,70.22,71.54,,,,,,
2023-02-13,86.61,86.23,85.63,67.91,70.46,71.82,,,,,,
2023-02-14,85.58,85.3,84.77,66.88,69.53,70.96,-341876.0,935310.0,1277186.0,57930.0,410276.0,352346.0
2023-02-15,85.38,85.05,84.5,66.68,69.28,70.69,,,,,,
2023-02-16,85.14,84.8,84.25,66.44,69.03,70.44,,,,,,
2023-02-17,83.0,82.67,82.17,64.3,66.9,68.36,,,,,,
2023-02-20,84.07,83.78,83.28,65.37,68.01,69.47,,,,,,
2023-02-21,83.05,82.77,82.29,64.35,67.0,68.48,-307904.0,939827.0,1247731.0,31846.0,392327.0,360481.0
2023-02-22,80.6,80.45,80.08,61.9,64.68,66.27,,,,,,
2023-02-23,82.21,81.95,81.48,63.51,66.18,67.67,,,,,,
2023-02-24,83.16,82.82,82.29,64.46,67.05,68.48,,,,,,
2023-02-27,82.45,82.04,81.51,63.68,66.27,67.69,,,,,,
2023-02-28,83.89,83.45,82.83,65.09,67.59,68.94,-326576.0,921699.0,1248275.0,52368.0,394256.0,341888.0
2023-03-01,84.31,83.69,83.17,65.95,68.45,69.78,,,,,,
2023-03-02,84.75,84.09,83.57,66.39,68.85,70.18,,,,,,
2023-03-03,85.83,85.26,84.78,67.47,70.02,71.39,,,,,,
2023-03-06,86.18,85.62,85.16,67.82,70.38,71.77,,,,,,
2023-03-07,83.29,82.8,82.43,64.93,67.56,69.04,-324431.0,876263.0,1200694.0,70455.0,406956.0,336501.0
2023-03-08,82.66,82.19,81.82,64.3,66.95,68.43,,,,,,
2023-03-09,81.59,81.09,80.71,63.23,65.85,67.32,,,,,,
2023-03-10,82.78,82.16,81.76,64.42,66.92,68.37,,,,,,
2023-03-13,80.77,80.23,79.87,62.41,64.99,66.48,,,,,,
2023-03-14,77.45,77.0,76.72,59.09,61.76,63.33,-277543.0,939498.0,1217041.0,21585.0,369310.0,347725.0
2023-03-15,73.69,73.28,73.05,55.33,58.04,59.66,,,,,,
2023-03-16,74.7,74.29,74.07,56.34,59.05,60.68,,,,,,
2023-03-17,72.97,72.77,72.68,54.61,57.53,59.29,,,,,,
2023-03-20,73.79,73.54,73.48,55.43,58.3,60.09,,,,,,
2023-03-21,75.32,75.03,74.91,56.96,59.79,61.52,-281148.0,1018300.0,1299448.0,-42632.0,334793.0,377425.0
2023-03-22,76.69,76.38,76.25,58.33,61.14,62.86,,,,,,
2023-03-23,75.91,75.5,75.4,57.55,60.26,62.01,,,,,,
2023-03-24,74.99,74.59,74.52,56.63,59.35,61.13,,,,,,
2023-03-27,78.12,77.76,77.68,59.76,62.52,64.29,,,,,,
2023-03-28,78.65,78.14,77.98,60.29,62.9,64.59,-277276.0,1013396.0,1290672.0,-44114.0,334356.0,378470.0
2023-03-29,78.28,77.59,77.44,59.92,62.35,64.05,,,,,,
2023-03-30,79.27,78.6,78.46,60.93,63.37,65.05,,,,,,
2023-03-31,79.77,79.89,79.73,62.22,64.64,66.29,,,,,,
2023-04-03,84.93,84.55,83.97,67.26,69.46,70.81,,,,,,
2023-04-04,84.94,84.55,83.97,67.27,69.46,70.81,-341977.0,873008.0,1214985.0,10096.0,372214.0,362118.0
2023-04-05,84.99,84.62,84.04,67.32,69.53,70.88,,,,,,
2023-04-06,85.12,84.67,84.04,67.45,69.58,70.88,,,,,,
2023-04-10,84.18,83.79,83.21,66.51,68.7,70.05,,,,,,
2023-04-11,85.61,85.17,84.54,67.94,70.08,71.38,-343285.0,897580.0,1240865.0,373.0,369830.0,369457.0
2023-04-12,87.33,86.75,86.04,69.66,71.66,72.88,,,,,,
2023-04-13,86.09,85.68,85.09,68.42,70.59,71.93,,,,,,
2023-04-14,86.31,85.87,85.28,68.64,70.78,72.12,,,,,,
2023-04-17,84.76,84.45,83.93,67.09,69.36,70.77,,,,,,
2023-04-18,84.77,84.45,83.96,67.1,69.36,70.8,-338418.0,936440.0,1274858.0,5783.0,376327.0,370544.0
2023-04-19,83.12,82.79,82.35,65.45,67.7,69.19,,,,,,
2023-04-20,81.1,80.81,80.4,63.43,65.72,67.24,,,,,,
2023-04-21,81.66,81.46,81.1,63.99,66.37,67.94,,,,,,
2023-04-24,82.73,82.54,82.17,65.06,67.45,69.01,,,,,,
2023-04-25,80.77,80.6,80.23,63.1,65.51,67.07,-273732.0,996365.0,1270097.0,-50836.0,350126.0,400962.0
2023-04-26,77.69,77.72,77.49,60.02,62.63,64.33,,,,,,
2023-04-27,78.37,78.22,77.89,60.52,63.03,64.65,,,,,,
2023-04-28,79.54,80.33,79.92,62.63,65.06,66.61,,,,,,
2023-05-01,79.31,78.94,78.49,61.61,64.08,65.64,,,,,,
2023-05-02,75.32,75.04,74.68,57.62,60.18,61.83,-199091.0,936809.0,1135900.0,-114370.0,316563.0,430933.0
2023-05-03,72.33,72.18,71.93,54.63,57.32,59.08,,,,,,
2023-05-04,72.5,72.32,72.03,54.8,57.46,59.18,,,,,,
2023-05-05,75.3,75.09,74.76,57.6,60.23,61.91,,,,,,
2023-05-08,77.01,76.81,76.47,59.31,61.95,63.62,,,,,,
2023-05-09,77.44,77.27,76.96,59.74,62.41,64.11,-221261.0,936942.0,1158203.0,-134853.0,312491.0,447344.0
2023-05-10,76.41,76.27,75.99,58.71,61.41,63.14,,,,,,
2023-05-11,74.98,74.76,74.44,57.28,59.9,61.59,,,,,,
2023-05-12,74.17,73.9,73.55,56.47,59.04,60.7,,,,,,
2023-05-15,75.23,75.02,74.69,57.53,60.16,61.84,,,,,,
2023-05-16,74.91,74.72,74.4,57.21,59.86,61.55,-225370.0,989863.0,1215233.0,-137537.0,289467.0,427004.0
2023-05-17,76.96,76.81,76.51,59.26,61.95,63.66,,,,,,
2023-05-18,75.86,75.8,75.58,58.16,60.94,62.73,,,,,,
2023-05-19,75.58,75.47,75.19,57.88,60.61,62.34,,,,,,
2023-05-22,75.99,75.87,75.57,58.29,61.01,62.72,,,,,,
2023-05-23,76.84,76.74,76.46,59.14,61.88,63.61,-244899.0,1016825.0,1261724.0,-120152.0,302720.0,422872.0
2023-05-24,78.36,78.23,77.93,60.66,63.37,65.08,,,,,,
2023-05-25,76.26,76.18,75.91,58.56,61.32,63.06,,,,,,
2023-05-26,76.95,76.98,76.76,59.25,62.12,63.91,,,,,,
2023-05-29,77.07,77.1,76.88,59.37,62.24,64.03,,,,,,
2023-05-30,73.54,73.71,73.54,55.98,58.9,60.76,-245537.0,1002064.0,1247601.0,-104174.0,309377.0,413551.0
2023-05-31,72.66,72.6,72.49,54.87,57.85,59.73,,,,,,
2023-06-01,74.28,74.21,73.92,56.55,59.57,61.45,,,,,,
2023-06-02,76.13,75.97,75.63,58.4,61.33,63.16,,,,,,
2023-06-05,76.71,76.47,76.07,58.98,61.83,63.6,,,,,,
2023-06-06,76.29,76.09,75.71,58.56,61.45,63.24,-265568.0,987911.0,1253479.0,-82409.0,326332.0,408741.0
2023-06-07,76.95,76.84,76.49,59.22,62.2,64.02,,,,,,
2023-06-08,75.96,75.84,75.5,58.23,61.2,63.03,,,,,,
2023-06-09,74.79,74.74,74.49,57.06,60.1,62.02,,,,,,
2023-06-12,71.84,71.82,71.63,54.11,57.18,59.16,,,,,,
2023-06-13,74.29,74.21,74.01,56.56,59.57,61.54,-264322.0,927305.0,1191627.0,-81552.0,316324.0,397876.0
2023-06-14,73.2,73.17,72.96,55.47,58.53,60.49,,,,,,
2023-06-15,75.67,75.66,75.46,57.94,61.02,62.99,,,,,,
2023-06-16,76.61,76.58,76.36,58.88,61.94,63.89,,,,,,
2023-06-19,76.09,76.06,75.82,58.36,61.42,63.35,,,,,,
2023-06-20,75.9,75.89,75.63,58.17,61.25,63.16,-279879.0,921899.0,1201778.0,-67326.0,339172.0,406498.0
2023-06-21,77.12,77.14,76.89,59.39,62.5,64.42,,,,,,
2023-06-22,74.14,74.35,74.24,56.41,59.71,61.77,,,,,,
2023-06-23,73.85,74.01,73.94,56.12,59.37,61.47,,,,,,
2023-06-26,74.18,74.35,74.29,56.45,59.71,61.82,,,,,,
2023-06-27,72.26,72.51,72.61,54.53,57.87,60.14,-254040.0,980107.0,1234147.0,-77666.0,336496.0,414162.0
2023-06-28,74.03,74.24,74.3,56.3,59.6,61.83,,,,,,
2023-06-29,74.34,74.51,74.48,56.57,59.78,61.95,,,,,,
2023-06-30,74.9,75.41,75.3,57.47,60.6,62.71,,,,,,
