,HO1 Comdty ,HO2 Comdty ,HO3 Comdty,S:HOHO 1-2 Comdty
7/23/20,17466,45566,15544,7654
7/24/20,17800,45211,18056,6823
7/27/20,13740,49117,15378,5653
7/28/20,10807,38064,12731,5656
7/29/20,9792,39888,13934,5428
7/30/20,9497,71541,27737,4412
7/31/20,1807,51407,25092,1394
8/3/20,46522,20759,11940,8350
8/4/20,45527,19783,9725,8232
8/5/20,58980,28115,13034,13014
8/6/20,46748,24735,14356,9912
8/7/20,53543,22339,15588,10392
8/10/20,46436,24696,14032,9576
8/11/20,61064,34947,19789,16184
8/12/20,45915,29175,17014,10888
8/13/20,42183,25330,18702,9455
8/14/20,37661,22986,14049,8673
8/17/20,47646,31155,14517,14628
8/18/20,45283,38305,15936,12807
8/19/20,39155,52071,15966,18333
8/20/20,29572,56796,18610,14349
8/21/20,31306,70377,25543,13606
8/24/20,24712,78666,32885,13384
8/25/20,22724,65584,26479,12088
8/26/20,16224,65331,27485,7500
8/27/20,14838,79514,32595,8834
8/28/20,17096,59083,20981,8590
8/31/20,3205,57225,21805,2597
9/1/20,60111,25896,23837,10989
9/2/20,78609,41944,31111,17556
9/3/20,85470,39490,43185,17500
9/4/20,71747,36911,26715,16782
9/8/20,91635,45450,30039,16363
9/9/20,66625,46879,30877,16585
9/10/20,57079,32856,22063,13637
9/11/20,52996,36379,23699,15009
9/14/20,59568,45929,25478,19051
9/15/20,53234,29457,19282,12337
9/16/20,63761,48226,39462,19270
9/17/20,56968,40518,25234,15755
9/18/20,41367,60953,23637,23414
9/21/20,34515,68502,27565,16367
9/22/20,18773,57893,21684,9454
9/23/20,28376,71183,36841,11174
9/24/20,19622,60460,29016,9864
