,QS1,QS2,QS3,QS1 R:02_0_D,QS2 R:02_0_D,QS3 R:02_0_D,.GOCOMN,.GOCOML,.GOCOMS,.GOMMN,.GOMML,.GOMMS
2011-05-16,924.0,927.75,931.5,99.25,380.5,452.75,,,,,,
2011-05-17,890.5,894.25,898.25,65.75,347.0,419.5,-162821.0,223710.0,386531.0,25748.0,43137.0,17389.0
2011-05-18,914.75,918.5,922.0,90.0,371.25,443.25,,,,,,
2011-05-19,917.75,921.25,924.75,93.0,374.0,446.0,,,,,,
2011-05-20,909.25,912.5,915.75,84.5,365.25,437.0,,,,,,
2011-05-23,899.5,903.0,906.5,74.75,355.75,427.75,,,,,,
2011-05-24,919.25,922.75,926.25,94.5,375.5,447.5,-165952.0,227645.0,393597.0,23964.0,42672.0,18708.0
2011-05-25,937.0,940.5,943.75,112.25,393.25,465.0,,,,,,
2011-05-26,941.75,945.0,948.25,117.0,397.75,469.5,,,,,,
2011-05-27,939.75,943.0,946.25,115.0,395.75,467.5,,,,,,
2011-05-30,942.75,945.75,948.75,118.0,398.5,470.0,,,,,,
2011-05-31,962.0,964.5,967.5,137.25,417.25,488.75,-167654.0,228793.0,396447.0,30732.0,48822.0,18090.0
2011-06-01,959.25,962.0,965.25,134.5,414.75,486.5,,,,,,
2011-06-02,944.0,947.5,951.0,119.25,400.25,472.25,,,,,,
2011-06-03,950.75,953.75,957.25,126.0,406.5,478.5,,,,,,
2011-06-06,950.0,953.5,956.75,125.25,406.25,478.0,,,,,,
2011-06-07,954.5,958.25,961.75,129.75,411.0,483.0,-163902.0,220341.0,384243.0,40218.0,54221.0,14003.0
2011-06-08,970.5,974.75,978.25,145.75,427.5,499.5,,,,,,
2011-06-09,977.0,981.5,985.25,152.5,434.5,506.5,,,,,,
2011-06-10,977.0,977.5,981.25,148.5,430.5,502.5,,,,,,
2011-06-13,987.5,991.5,995.0,158.5,440.75,513.0,,,,,,
2011-06-14,992.0,996.25,999.5,163.0,445.5,517.5,-183160.0,237204.0,420364.0,48875.0,61523.0,12648.0
2011-06-15,978.5,982.5,986.0,149.5,431.75,504.0,,,,,,
2011-06-16,948.75,952.75,956.25,119.75,402.0,474.25,,,,,,
2011-06-17,940.25,944.5,948.25,111.25,393.75,466.25,,,,,,
2011-06-20,932.5,937.0,940.5,103.5,386.25,458.5,,,,,,
2011-06-21,921.25,925.5,929.25,92.25,374.75,447.25,-165899.0,233234.0,399133.0,35475.0,48392.0,12917.0
2011-06-22,926.5,931.0,935.0,97.5,380.25,453.0,,,,,,
2011-06-23,889.0,893.25,897.25,60.0,342.5,415.25,,,,,,
2011-06-24,874.5,878.75,882.75,45.5,328.0,400.75,,,,,,
2011-06-27,873.5,877.5,881.5,44.5,326.75,399.5,,,,,,
2011-06-28,890.75,894.5,898.25,61.75,343.75,416.25,-161630.0,274854.0,436484.0,26183.0,39418.0,13235.0
2011-06-29,923.25,926.75,930.0,94.25,376.0,448.0,,,,,,
2011-06-30,926.5,929.5,932.5,97.5,378.75,450.5,,,,,,
2011-07-01,909.75,913.0,916.0,80.75,362.25,434.0,,,,,,
2011-07-04,915.75,919.25,922.5,86.75,368.5,440.5,,,,,,
2011-07-05,928.5,932.0,935.5,99.5,381.25,453.5,-168186.0,276603.0,444789.0,28307.0,42481.0,14174.0
2011-07-06,929.5,933.25,936.25,100.5,382.5,454.25,,,,,,
2011-07-07,960.75,964.25,966.75,131.75,413.5,484.75,,,,,,
2011-07-08,962.75,966.5,968.75,133.75,415.75,486.75,,,,,,
2011-07-11,958.75,960.75,962.75,128.0,409.75,480.75,,,,,,
2011-07-12,958.75,967.0,969.5,134.25,416.5,487.75,-177652.0,260847.0,438499.0,40119.0,52236.0,12117.0
2011-07-13,983.0,985.25,987.5,150.25,432.25,503.5,,,,,,
2011-07-14,972.5,974.5,976.25,139.75,421.5,492.25,,,,,,
2011-07-15,977.25,979.75,981.75,144.5,426.75,497.75,,,,,,
2011-07-18,967.5,970.0,972.25,134.75,417.0,488.25,,,,,,
2011-07-19,976.0,979.0,981.75,143.25,426.0,497.75,-185329.0,245681.0,431010.0,46152.0,57700.0,11548.0
2011-07-20,977.75,981.0,983.75,145.0,428.0,499.75,,,,,,
2011-07-21,983.25,986.0,988.75,150.5,433.0,504.75,,,,,,
2011-07-22,982.75,985.5,988.0,150.0,432.5,504.0,,,,,,
2011-07-25,978.75,981.75,984.25,146.0,428.75,500.25,,,,,,
2011-07-26,978.5,981.5,984.25,145.75,428.5,500.25,-186801.0,229249.0,416050.0,51805.0,63597.0,11792.0
2011-07-27,974.5,977.25,979.75,141.75,424.25,495.75,,,,,,
2011-07-28,979.0,981.0,983.25,146.25,428.0,499.25,,,,,,
2011-07-29,971.0,972.5,974.0,138.25,419.5,490.0,,,,,,
2011-08-01,970.75,971.75,972.75,138.0,418.75,488.75,,,,,,
2011-08-02,967.5,969.0,970.25,134.75,416.0,486.25,-187049.0,241982.0,429031.0,60241.0,71806.0,11565.0
2011-08-03,954.25,955.25,955.75,121.5,402.25,471.75,,,,,,
2011-08-04,934.0,934.25,933.5,101.25,381.25,449.5,,,,,,
2011-08-05,912.5,912.5,911.5,79.75,359.5,427.5,,,,,,
2011-08-08,900.25,899.75,898.25,67.5,346.75,414.25,,,,,,
2011-08-09,886.25,886.0,884.5,53.5,333.0,400.5,-175289.0,231692.0,406981.0,45006.0,54727.0,9721.0
2011-08-10,887.5,885.25,883.25,52.75,331.75,398.5,,,,,,
2011-08-11,887.5,904.5,901.25,72.0,349.75,415.5,,,,,,
2011-08-12,917.0,913.25,910.0,84.5,361.75,427.25,,,,,,
2011-08-15,922.75,919.5,916.75,90.25,368.0,434.0,,,,,,
2011-08-16,927.5,924.5,922.0,95.0,373.0,439.25,-170992.0,243942.0,414934.0,30635.0,45674.0,15039.0
2011-08-17,936.5,933.25,930.25,104.0,381.75,447.5,,,,,,
2011-08-18,911.5,908.25,905.75,79.0,356.75,423.0,,,,,,
2011-08-19,918.0,914.0,911.0,85.5,362.5,428.25,,,,,,
2011-08-22,915.5,910.25,906.0,83.0,358.75,423.25,,,,,,
2011-08-23,930.75,924.75,919.5,98.25,373.25,436.75,-171085.0,259888.0,430973.0,28990.0,44712.0,15722.0
2011-08-24,942.25,936.75,932.0,109.75,385.25,449.25,,,,,,
2011-08-25,942.0,936.75,932.25,109.5,385.25,449.5,,,,,,
2011-08-26,949.5,943.75,938.5,117.0,392.25,455.75,,,,,,
2011-08-29,963.25,957.25,952.0,130.75,405.75,469.25,,,,,,
2011-08-30,973.5,968.75,964.0,141.0,417.25,481.25,-185054.0,280273.0,465327.0,42309.0,55437.0,13128.0
2011-08-31,973.5,970.0,966.0,141.0,418.5,483.25,,,,,,
2011-09-01,966.5,964.25,962.0,134.0,412.75,479.25,,,,,,
2011-09-02,951.75,949.5,946.75,119.25,398.0,464.0,,,,,,
2011-09-05,934.0,931.75,928.75,101.5,380.25,446.0,,,,,,
2011-09-06,939.25,937.75,935.0,106.75,386.25,452.25,-189013.0,276711.0,465724.0,50828.0,64989.0,14161.0
2011-09-07,966.75,966.75,964.75,134.25,415.25,482.0,,,,,,
2011-09-08,967.0,966.75,964.0,134.5,415.25,481.25,,,,,,
2011-09-09,939.5,938.75,935.5,107.0,387.25,452.75,,,,,,
2011-09-12,939.5,933.25,931.0,101.5,382.75,449.0,,,,,,
2011-09-13,924.75,922.75,920.25,93.0,374.5,440.75,-187300.0,265551.0,452851.0,51557.0,64897.0,13340.0
2011-09-14,922.0,919.0,915.5,90.25,370.75,436.0,,,,,,
2011-09-15,952.25,947.75,943.0,120.5,399.5,463.5,,,,,,
2011-09-16,950.5,946.0,941.0,118.75,397.75,461.5,,,,,,
2011-09-19,931.5,927.5,923.25,99.75,379.25,443.75,,,,,,
2011-09-20,939.0,935.0,930.5,107.25,386.75,451.0,-188410.0,265823.0,454233.0,54769.0,68324.0,13555.0
2011-09-21,945.25,941.75,937.25,113.5,393.5,457.75,,,,,,
2011-09-22,903.75,899.25,894.0,72.0,351.0,414.5,,,,,,
2011-09-23,899.0,893.75,888.25,67.25,345.5,408.75,,,,,,
2011-09-26,890.5,885.75,880.5,58.75,337.5,401.0,,,,,,
2011-09-27,906.75,902.25,896.5,75.0,354.0,417.0,-157422.0,287282.0,444704.0,35993.0,49537.0,13544.0
2011-09-28,907.5,903.75,897.5,75.75,355.5,418.0,,,,,,
2011-09-29,898.25,894.0,887.25,66.5,345.75,407.75,,,,,,
2011-09-30,883.5,879.5,872.5,51.75,331.25,393.0,,,,,,
2011-10-03,874.5,870.0,862.5,42.75,321.75,383.0,,,,,,
2011-10-04,865.25,860.0,852.0,33.5,311.75,372.5,-145876.0,286320.0,432196.0,16927.0,38064.0,21137.0
2011-10-05,868.0,864.0,857.25,36.25,315.75,377.75,,,,,,
2011-10-06,878.0,873.75,866.75,46.25,325.5,387.25,,,,,,
2011-10-07,896.25,891.25,883.25,64.5,343.0,403.75,,,,,,
2011-10-10,918.0,912.25,904.0,86.25,364.0,424.5,,,,,,
2011-10-11,912.0,905.25,898.25,79.25,358.25,420.5,-148811.0,225055.0,373866.0,25008.0,41176.0,16168.0
2011-10-12,918.5,918.5,910.25,92.5,370.25,431.75,,,,,,
2011-10-13,920.75,910.0,902.5,94.75,370.0,430.25,,,,,,
2011-10-14,952.0,939.5,930.0,126.0,399.5,457.75,,,,,,
2011-10-17,947.75,937.25,929.5,121.75,397.25,457.25,,,,,,
2011-10-18,936.5,927.0,920.25,110.5,387.0,448.0,-162393.0,218525.0,380918.0,45651.0,60619.0,14968.0
2011-10-19,948.25,939.25,933.0,122.25,399.25,460.75,,,,,,
2011-10-20,936.0,925.25,917.75,110.0,385.25,445.5,,,,,,
2011-10-21,955.5,943.75,935.75,129.5,403.75,463.5,,,,,,
2011-10-24,952.5,941.5,934.0,126.5,401.5,461.75,,,,,,
2011-10-25,957.0,945.5,937.5,131.0,405.5,465.25,-163019.0,235962.0,398981.0,50393.0,66924.0,16531.0
2011-10-26,954.0,942.5,934.75,128.0,402.5,462.5,,,,,,
2011-10-27,969.75,958.75,952.25,143.75,418.75,480.0,,,,,,
2011-10-28,962.25,951.75,946.5,136.25,411.75,474.25,,,,,,
2011-10-31,950.5,939.25,933.5,124.5,399.25,461.25,,,,,,
2011-11-01,939.0,926.5,920.0,113.0,386.5,447.75,-169211.0,255886.0,425097.0,52914.0,70626.0,17712.0
2011-11-02,961.25,948.25,941.5,135.25,408.25,469.25,,,,,,
2011-11-03,956.0,944.5,939.0,130.0,404.5,466.75,,,,,,
2011-11-04,969.5,957.25,951.0,143.5,417.25,478.75,,,,,,
2011-11-07,984.5,971.5,964.5,158.5,431.5,492.25,,,,,,
2011-11-08,994.5,979.5,972.25,168.5,439.5,500.0,-175863.0,257764.0,433627.0,48640.0,68999.0,20359.0
2011-11-09,998.75,982.75,976.0,171.75,443.25,504.75,,,,,,
2011-11-10,998.75,978.5,969.25,167.5,436.5,496.5,,,,,,
2011-11-11,999.25,988.0,979.25,188.25,455.25,513.75,,,,,,
2011-11-14,999.25,987.5,978.5,188.25,454.75,513.0,,,,,,
2011-11-15,993.75,984.0,976.5,182.75,451.25,511.0,-169710.0,244011.0,413721.0,46989.0,69275.0,22286.0
2011-11-16,994.25,983.25,975.25,183.25,450.5,509.75,,,,,,
2011-11-17,973.0,964.25,957.75,162.0,431.5,492.25,,,,,,
2011-11-18,973.0,963.75,956.75,162.0,431.0,491.25,,,,,,
2011-11-21,949.5,940.75,934.25,138.5,408.0,468.75,,,,,,
2011-11-22,952.0,944.25,938.75,141.0,411.5,473.25,-164187.0,238958.0,403145.0,47623.0,70430.0,22807.0
2011-11-23,946.0,938.25,932.5,135.0,405.5,467.0,,,,,,
2011-11-24,949.5,940.75,934.75,138.5,408.0,469.25,,,,,,
2011-11-25,938.75,929.75,923.5,127.75,397.0,458.0,,,,,,
2011-11-28,950.0,940.0,933.0,139.0,407.25,467.5,,,,,,
2011-11-29,962.0,952.5,946.0,151.0,419.75,480.5,-166123.0,236191.0,402314.0,52058.0,69175.0,17117.0
2011-11-30,965.25,956.5,950.75,154.25,423.75,485.25,,,,,,
2011-12-01,946.0,938.25,934.0,135.0,405.5,468.5,,,,,,
2011-12-02,951.25,943.0,939.0,140.25,410.25,473.5,,,,,,
2011-12-05,964.5,955.75,951.25,153.5,423.0,485.75,,,,,,
2011-12-06,958.25,949.5,945.5,147.25,416.75,480.0,-158850.0,246537.0,405387.0,57019.0,72182.0,15163.0
2011-12-07,957.25,947.75,944.25,146.25,415.0,478.75,,,,,,
2011-12-08,948.25,938.75,935.0,137.25,406.0,469.5,,,,,,
2011-12-09,932.0,925.0,922.75,121.0,392.25,457.25,,,,,,
2011-12-12,932.0,923.0,919.75,119.0,389.25,453.25,,,,,,
2011-12-13,932.5,929.5,927.0,128.5,399.0,463.25,-161973.0,224041.0,386014.0,47383.0,60531.0,13148.0
2011-12-14,904.75,902.25,900.0,100.75,371.75,436.25,,,,,,
2011-12-15,898.25,895.25,892.5,94.25,364.75,428.75,,,,,,
2011-12-16,894.25,891.25,888.25,90.25,360.75,424.5,,,,,,
2011-12-19,888.0,885.25,882.5,84.0,354.75,418.75,,,,,,
2011-12-20,902.25,899.5,896.5,98.25,369.0,432.75,-153938.0,202261.0,356199.0,29276.0,44103.0,14827.0
2011-12-21,910.5,907.5,904.25,106.5,377.0,440.5,,,,,,
2011-12-22,919.5,916.0,912.0,115.5,385.5,448.25,,,,,,
2011-12-23,914.5,911.25,907.0,110.5,380.75,443.25,,,,,,
2011-12-27,924.5,921.25,917.5,120.5,390.75,453.75,-159210.0,185624.0,344834.0,31023.0,46636.0,15613.0
2011-12-28,918.25,914.5,909.75,114.25,384.0,446.0,,,,,,
2011-12-29,921.5,916.5,911.0,117.5,386.0,447.25,,,,,,
2011-12-30,924.0,918.0,912.0,120.0,387.5,448.25,,,,,,
2012-01-03,953.5,946.75,939.75,149.5,416.25,476.0,-163342.0,173026.0,336368.0,40782.0,55277.0,14495.0
2012-01-04,964.75,961.25,956.75,160.75,430.75,493.0,,,,,,
2012-01-05,966.5,965.25,962.0,162.5,434.75,498.25,,,,,,
2012-01-06,960.75,960.75,958.0,156.75,430.25,494.25,,,,,,
2012-01-09,959.0,960.25,958.0,155.0,429.75,494.25,,,,,,
2012-01-10,974.0,974.0,970.25,170.0,443.5,506.5,-182622.0,175471.0,358093.0,66411.0,79060.0,12649.0
2012-01-11,971.0,971.25,967.75,167.25,441.0,504.0,,,,,,
2012-01-12,971.0,972.5,970.25,168.5,443.5,507.5,,,,,,
2012-01-13,952.5,951.25,948.5,148.5,424.5,489.25,,,,,,
2012-01-16,958.75,957.75,955.5,154.75,431.0,496.25,,,,,,
2012-01-17,952.75,953.25,951.25,148.75,426.5,492.0,-180092.0,184583.0,364675.0,69001.0,82455.0,13454.0
2012-01-18,943.25,944.75,943.75,139.25,418.0,484.5,,,,,,
2012-01-19,943.25,945.25,944.25,139.25,418.5,485.0,,,,,,
2012-01-20,933.0,934.5,933.5,129.0,407.75,474.25,,,,,,
2012-01-23,937.0,939.5,939.0,133.0,412.75,479.75,,,,,,
2012-01-24,941.75,943.5,942.0,137.75,416.75,482.75,-176631.0,184465.0,361096.0,68159.0,82226.0,14067.0
2012-01-25,942.25,943.5,941.75,138.25,416.75,482.5,,,,,,
2012-01-26,944.75,946.75,945.0,140.75,420.0,485.75,,,,,,
2012-01-27,953.75,955.0,952.5,149.75,428.25,493.25,,,,,,
2012-01-30,952.75,953.0,949.75,148.75,426.25,490.5,,,,,,
2012-01-31,949.25,949.75,946.5,145.25,423.0,487.25,-174052.0,202984.0,377036.0,63872.0,76509.0,12637.0
2012-02-01,955.25,956.75,954.25,151.25,430.0,495.0,,,,,,
2012-02-02,947.75,949.5,947.75,143.75,422.75,488.5,,,,,,
2012-02-03,959.5,960.75,958.0,155.5,434.0,498.75,,,,,,
2012-02-06,988.25,988.0,982.75,184.25,461.25,523.5,,,,,,
2012-02-07,995.25,994.5,989.25,191.25,467.75,530.0,-189325.0,214898.0,404223.0,68171.0,85849.0,17678.0
2012-02-08,991.0,990.5,985.5,187.0,463.75,526.25,,,,,,
2012-02-09,997.75,996.75,992.75,193.25,471.0,534.25,,,,,,
2012-02-10,997.75,996.75,991.0,193.25,469.25,531.25,,,,,,
2012-02-13,996.5,992.25,987.5,193.0,470.5,533.5,,,,,,
2012-02-14,992.25,987.75,983.0,188.75,466.0,529.0,-185913.0,225225.0,411138.0,66757.0,82911.0,16154.0
2012-02-15,1005.75,1001.0,995.5,202.25,479.25,541.5,,,,,,
2012-02-16,1004.0,1000.75,996.25,200.5,479.0,542.25,,,,,,
2012-02-17,1002.5,999.75,995.75,199.0,478.0,541.75,,,,,,
2012-02-20,1012.25,1010.5,1007.0,208.75,488.75,553.0,,,,,,
2012-02-21,1013.75,1012.5,1009.5,210.25,490.75,555.5,-183283.0,214747.0,398030.0,63560.0,81547.0,17987.0
2012-02-22,1023.75,1023.5,1020.5,220.25,501.75,566.5,,,,,,
2012-02-23,1031.5,1030.0,1026.25,228.0,508.25,572.25,,,,,,
2012-02-24,1030.75,1030.5,1028.75,227.25,508.75,574.75,,,,,,
2012-02-27,1032.25,1032.75,1031.25,228.75,511.0,577.25,,,,,,
2012-02-28,1022.25,1023.5,1023.0,218.75,501.75,569.0,-183456.0,224829.0,408285.0,69860.0,88529.0,18669.0
2012-02-29,1002.75,1003.75,1003.5,199.25,482.0,549.5,,,,,,
2012-03-01,1009.5,1011.0,1012.25,206.0,489.25,558.25,,,,,,
2012-03-02,1010.5,1013.0,1015.0,207.0,491.25,561.0,,,,,,
2012-03-05,1014.75,1017.25,1019.0,211.25,495.5,565.0,,,,,,
2012-03-06,1006.0,1009.25,1011.5,202.5,487.5,557.5,-185616.0,211369.0,396985.0,74171.0,93461.0,19290.0
2012-03-07,1006.0,1009.75,1012.25,202.5,488.0,558.25,,,,,,
2012-03-08,1032.75,1036.0,1037.5,229.25,514.25,583.5,,,,,,
2012-03-09,1033.75,1036.75,1037.75,230.25,515.0,583.75,,,,,,
2012-03-12,1033.75,1028.25,1030.5,221.75,507.75,578.0,,,,,,
2012-03-13,1036.5,1039.25,1040.75,230.0,516.5,586.75,-188534.0,197681.0,386215.0,72784.0,89704.0,16920.0
2012-03-14,1038.5,1039.5,1040.0,232.0,516.75,586.0,,,,,,
2012-03-15,1024.0,1024.5,1024.5,217.5,501.75,570.5,,,,,,
2012-03-16,1035.75,1035.0,1034.5,229.25,512.25,580.5,,,,,,
2012-03-19,1043.5,1042.0,1040.75,237.0,519.25,586.75,,,,,,
2012-03-20,1032.0,1032.5,1032.25,225.5,509.75,578.25,-186273.0,192831.0,379104.0,70159.0,87194.0,17035.0
2012-03-21,1026.75,1027.25,1027.25,220.25,504.5,573.25,,,,,,
2012-03-22,1013.75,1014.25,1014.25,207.25,491.5,560.25,,,,,,
2012-03-23,1029.0,1029.5,1029.25,222.5,506.75,575.25,,,,,,
2012-03-26,1030.0,1031.25,1031.5,223.5,508.5,577.5,,,,,,
2012-03-27,1025.75,1026.5,1026.5,219.25,503.75,572.5,-183572.0,188788.0,372360.0,74582.0,95132.0,20550.0
2012-03-28,1024.0,1024.25,1023.75,217.5,501.5,569.75,,,,,,
2012-03-29,1017.75,1017.25,1016.0,211.25,494.5,562.0,,,,,,
2012-03-30,1014.25,1013.75,1012.75,207.75,491.0,558.75,,,,,,
2012-04-02,1024.5,1024.0,1022.5,218.0,501.25,568.5,,,,,,
2012-04-03,1033.5,1033.5,1032.5,227.0,510.75,578.5,-177365.0,198400.0,375765.0,77090.0,96487.0,19397.0
2012-04-04,1012.75,1014.0,1013.25,206.25,491.25,559.25,,,,,,
2012-04-05,1007.0,1008.75,1008.5,200.5,486.0,554.5,,,,,,
2012-04-09,993.25,995.5,995.5,186.75,472.75,541.5,,,,,,
2012-04-10,993.5,994.25,993.5,187.0,471.5,539.5,-154891.0,203632.0,358523.0,56240.0,82264.0,26024.0
2012-04-11,999.0,997.75,995.5,190.5,473.5,540.25,,,,,,
2012-04-12,999.0,1004.25,1002.0,197.0,480.0,546.75,,,,,,
2012-04-13,1008.5,1006.5,1005.25,201.25,484.5,551.25,,,,,,
2012-04-16,994.0,992.25,991.25,186.75,470.25,537.25,,,,,,
2012-04-17,994.25,992.5,991.75,187.0,470.5,537.75,-163493.0,217092.0,380585.0,59668.0,84218.0,24550.0
2012-04-18,985.5,982.5,981.25,178.25,460.5,527.25,,,,,,
2012-04-19,996.0,992.5,990.75,188.75,470.5,536.75,,,,,,
2012-04-20,1002.25,998.25,996.5,195.0,476.25,542.5,,,,,,
2012-04-23,989.75,985.75,984.0,182.5,463.75,530.0,,,,,,
2012-04-24,996.0,992.0,990.25,188.75,470.0,536.25,-171776.0,202133.0,373909.0,68257.0,90116.0,21859.0
2012-04-25,996.0,992.25,990.75,188.75,470.25,536.75,,,,,,
2012-04-26,1017.25,1011.75,1008.75,210.0,489.75,554.75,,,,,,
2012-04-27,1008.5,1004.0,1001.25,201.25,482.0,547.25,,,,,,
2012-04-30,1007.25,1003.0,1000.75,200.0,481.0,546.75,,,,,,
2012-05-01,1013.5,1010.25,1008.25,206.25,488.25,554.25,-183035.0,209564.0,392599.0,76028.0,96296.0,20268.0
2012-05-02,999.5,995.5,993.25,192.25,473.5,539.25,,,,,,
2012-05-03,988.25,984.25,981.5,181.0,462.25,527.5,,,,,,
2012-05-04,956.75,952.0,949.25,149.5,430.0,495.25,,,,,,
2012-05-07,951.5,946.5,943.5,144.25,424.5,489.5,,,,,,
2012-05-08,945.25,939.25,936.0,138.0,417.25,482.0,-164674.0,217885.0,382559.0,52212.0,77238.0,25026.0
2012-05-09,958.25,950.5,946.75,149.25,428.0,492.25,,,,,,
2012-05-10,958.25,950.25,947.0,149.0,428.25,493.25,,,,,,
2012-05-11,950.75,947.25,945.75,149.5,428.5,493.0,,,,,,
2012-05-14,934.0,931.25,930.25,132.75,412.5,477.5,,,,,,
2012-05-15,932.25,929.75,929.25,131.0,411.0,476.5,-154890.0,232746.0,387636.0,42450.0,66509.0,24059.0
2012-05-16,931.5,928.75,927.75,130.25,410.0,475.0,,,,,,
2012-05-17,918.5,915.75,914.75,117.25,397.0,462.0,,,,,,
2012-05-18,907.75,904.75,904.0,106.5,386.0,451.25,,,,,,
2012-05-21,911.5,908.0,907.25,110.25,389.25,454.5,,,,,,
2012-05-22,917.75,914.25,913.25,116.5,395.5,460.5,-152892.0,231611.0,384503.0,36699.0,57951.0,21252.0
2012-05-23,903.25,898.75,897.25,102.0,380.0,444.5,,,,,,
2012-05-24,905.5,900.75,898.75,104.25,382.0,446.0,,,,,,
2012-05-25,908.25,903.25,901.75,107.0,384.5,449.0,,,,,,
2012-05-28,910.0,905.5,904.0,108.75,386.75,451.25,,,,,,
2012-05-29,911.0,906.5,905.0,109.75,387.75,452.25,-146841.0,218528.0,365369.0,28803.0,53018.0,24215.0
2012-05-30,882.5,878.25,877.25,81.25,359.5,424.5,,,,,,
2012-05-31,870.75,866.75,866.25,69.5,348.0,413.5,,,,,,
2012-06-01,847.75,843.0,841.75,46.5,324.25,389.0,,,,,,
2012-06-04,843.0,838.5,837.25,41.75,319.75,384.5,,,,,,
2012-06-05,848.0,843.5,842.0,46.75,324.75,389.25,-154573.0,227547.0,382120.0,22881.0,48305.0,25424.0
2012-06-06,865.5,860.75,858.5,64.25,342.0,405.75,,,,,,
2012-06-07,858.75,854.25,852.75,57.5,335.5,400.0,,,,,,
2012-06-08,845.5,841.5,839.25,44.25,322.75,386.5,,,,,,
2012-06-11,851.25,846.0,843.25,48.75,326.75,390.5,,,,,,
2012-06-12,851.25,846.0,842.5,48.75,326.0,389.25,-160136.0,216245.0,376381.0,21631.0,46197.0,24566.0
2012-06-13,847.5,843.0,841.0,50.25,326.5,389.0,,,,,,
2012-06-14,844.75,840.75,838.75,47.5,324.25,386.75,,,,,,
2012-06-15,851.5,847.25,845.0,54.25,330.75,393.0,,,,,,
2012-06-18,841.5,837.25,835.0,44.25,320.75,383.0,,,,,,
2012-06-19,845.0,841.0,839.0,47.75,324.5,387.0,-163754.0,220214.0,383968.0,21413.0,49722.0,28309.0
2012-06-20,841.25,836.75,834.0,44.0,320.25,382.0,,,,,,
2012-06-21,822.0,816.5,813.25,24.75,300.0,361.25,,,,,,
2012-06-22,812.0,807.25,804.5,14.75,290.75,352.5,,,,,,
2012-06-25,808.0,803.0,800.5,10.75,286.5,348.5,,,,,,
2012-06-26,818.75,813.5,810.0,21.5,297.0,358.0,-157811.0,233946.0,391757.0,15878.0,45012.0,29134.0
2012-06-27,829.0,823.5,820.0,31.75,307.0,368.0,,,,,,
2012-06-28,821.75,816.5,813.25,24.5,300.0,361.25,,,,,,
2012-06-29,848.5,843.25,839.75,51.25,326.75,387.75,,,,,,
2012-07-02,849.0,843.75,840.75,51.75,327.25,388.75,,,,,,
2012-07-03,880.75,875.0,871.75,83.5,358.5,419.75,-173994.0,221858.0,395852.0,23560.0,47363.0,23803.0
2012-07-04,876.75,870.25,866.5,79.5,353.75,414.5,,,,,,
2012-07-05,889.0,882.0,877.75,91.75,365.5,425.75,,,,,,
2012-07-06,868.75,862.5,858.75,71.5,346.0,406.75,,,,,,
2012-07-09,873.75,868.25,864.5,76.5,351.75,412.5,,,,,,
2012-07-10,875.5,869.5,865.5,78.25,353.0,413.5,-178297.0,201954.0,380251.0,27369.0,49311.0,21942.0
2012-07-11,874.0,868.5,865.0,77.25,352.5,413.25,,,,,,
2012-07-12,874.0,866.0,863.25,74.75,350.75,411.75,,,,,,
2012-07-13,879.75,878.0,876.0,88.5,365.5,427.25,,,,,,
2012-07-16,889.5,889.0,887.5,98.25,376.5,438.75,,,,,,
2012-07-17,894.5,893.25,891.25,103.25,380.75,442.5,-177908.0,212660.0,390568.0,29744.0,49714.0,19970.0
2012-07-18,906.25,904.5,902.0,115.0,392.0,453.25,,,,,,
2012-07-19,925.75,923.25,920.25,134.5,410.75,471.5,,,,,,
2012-07-20,919.5,918.75,916.5,128.25,406.25,467.75,,,,,,
2012-07-23,894.75,894.5,892.75,103.5,382.0,444.0,,,,,,
2012-07-24,888.25,888.5,887.25,97.0,376.0,438.5,-183942.0,213195.0,397137.0,38244.0,55081.0,16837.0
2012-07-25,886.75,886.25,884.5,95.5,373.75,435.75,,,,,,
2012-07-26,905.5,905.0,902.75,114.25,392.5,454.0,,,,,,
2012-07-27,910.75,910.25,907.75,119.5,397.75,459.0,,,,,,
2012-07-30,913.0,912.25,909.5,121.75,399.75,460.75,,,,,,
2012-07-31,906.25,906.5,904.5,115.0,394.0,455.75,-184177.0,212862.0,397039.0,35799.0,51974.0,16175.0
2012-08-01,909.5,909.5,907.75,118.25,397.0,459.0,,,,,,
2012-08-02,908.0,907.5,905.75,116.75,395.0,457.0,,,,,,
2012-08-03,923.0,922.75,921.25,131.75,410.25,472.5,,,,,,
2012-08-06,930.25,930.25,929.0,139.0,417.75,480.25,,,,,,
2012-08-07,947.0,946.5,945.0,155.75,434.0,496.25,-185669.0,223422.0,409091.0,41399.0,57275.0,15876.0
2012-08-08,955.5,956.75,955.5,164.25,444.25,506.75,,,,,,
2012-08-09,959.5,960.75,960.0,168.25,448.75,511.5,,,,,,
2012-08-10,959.5,955.0,954.75,162.5,443.5,506.5,,,,,,
2012-08-13,957.25,957.75,955.75,164.75,446.5,510.5,,,,,,
2012-08-14,957.5,957.75,955.25,165.0,446.5,510.0,-195435.0,229680.0,425115.0,54183.0,65841.0,11658.0
2012-08-15,969.0,969.25,966.25,176.5,458.0,521.0,,,,,,
2012-08-16,977.25,977.25,973.5,184.75,466.0,528.25,,,,,,
2012-08-17,979.75,979.75,976.25,187.25,468.5,531.0,,,,,,
