,XB1 Comdty ,XB2 Comdty ,XB3 Comdty ,S:XBXB 1-2 Comdty
6/24/20,23711,70986,38999,12189
6/25/20,20717,65706,33638,10188
6/26/20,18872,67862,42472,9154
6/29/20,15256,62607,37508,7177
6/30/20,4243,62918,39836,3772
7/1/20,63015,46314,25751,24676
7/2/20,59410,31110,16052,16373
7/6/20,61361,34976,19796,14483
7/7/20,64379,44883,21587,24089
7/8/20,65788,51164,22472,24776
7/9/20,68163,61924,28415,31574
7/10/20,71160,60482,31842,28402
7/13/20,62685,49022,22128,24831
7/14/20,60946,54614,25832,25727
7/15/20,50031,50858,24854,21923
7/16/20,44279,47688,22922,20617
7/17/20,53015,65253,30825,25801
7/20/20,30823,42638,17089,13582
7/21/20,28506,56663,22474,17099
7/22/20,23977,51609,21937,12167
7/23/20,23101,50879,20505,10184
7/24/20,22148,47185,17827,10638
7/27/20,22331,55717,19580,9699
7/28/20,21551,49887,18265,10809
7/29/20,15347,58527,30722,9040
7/30/20,16872,78815,39277,8612
7/31/20,5224,72054,48987,4130
8/3/20,63324,42450,19902,18013
8/4/20,45084,33912,14106,13960
8/5/20,43879,33694,16541,13702
8/6/20,41364,31463,14760,14804
8/7/20,65056,46601,20547,22720
8/10/20,61142,46377,19775,23135
8/11/20,61828,53053,24916,24308
8/12/20,54239,47230,19871,21429
8/13/20,53800,48324,22840,21942
8/14/20,47703,41129,17575,15926
8/17/20,67316,73250,28742,32240
8/18/20,37992,45710,14788,18032
8/19/20,32888,62246,22301,16100
8/20/20,33708,73269,24498,21141
8/21/20,35308,76561,26004,19256
8/24/20,43533,105374,45285,27617
8/25/20,53377,123686,52406,31167
8/26/20,39689,116385,52356,26007
8/27/20,22824,109578,56642,15521
8/28/20,19068,79156,37122,9313
8/31/20,6515,49301,23290,4133
9/1/20,45255,30328,17359,13924
9/2/20,60644,41499,31372,17446
9/3/20,51282,37693,25278,17228
9/4/20,65584,41679,27432,18093
9/8/20,85852,50583,33395,24081
9/9/20,64781,45781,27172,21349
9/10/20,65657,52353,31324,24800
9/11/20,65275,45753,25379,21342
9/14/20,73384,55628,26068,30727
9/15/20,52750,40201,19244,19940
9/16/20,66080,65063,38729,26661
9/17/20,52184,56479,28524,24656
9/18/20,45606,63165,26952,23801
9/21/20,34953,56804,23422,17897
9/22/20,22908,45514,26922,10466
9/23/20,31483,60331,29704,16523
9/24/20,20469,50670,26056,10562
9/25/20,28774,57099,29223,15838
9/28/20,23760,64857,34414,12400
9/29/20,22446,68223,49980,11607
9/30/20,4237,53063,42300,3379
10/1/20,53243,40282,17669,15216
10/2/20,58246,46192,19586,18548
10/5/20,78888,66916,28551,28164
10/6/20,75955,68036,30298,27766
10/7/20,77400,72337,30972,30660
10/8/20,63648,56711,25256,25824
10/9/20,72480,62048,27896,28230
10/12/20,59940,50525,20980,20729
10/13/20,60293,52040,22887,23509
10/14/20,47246,45267,16638,20520
10/15/20,52386,57530,25288,20758
10/16/20,41160,47703,18973,17137
10/19/20,36175,47226,17859,16772
10/20/20,24886,49854,16211,11300
10/21/20,41402,88632,34846,23724
10/22/20,17201,43228,16976,7273
10/23/20,22113,49662,20963,9390
10/26/20,24458,58205,19655,12223
10/27/20,19914,60340,19697,10097
10/28/20,18861,78775,37772,10255
10/29/20,15478,88558,52712,7334
10/30/20,5014,69032,43624,3781
11/2/20,65404,40301,15445,20149
11/3/20,65461,43754,17814,20758
11/4/20,56648,39432,17243,17205
11/5/20,53338,44644,20288,17832
11/6/20,63953,51972,21475,20305
11/9/20,85504,71958,25493,26806
11/10/20,61693,46690,16801,18843
11/11/20,67928,59141,22185,26690
11/12/20,70160,62545,20101,27448
11/13/20,64487,61274,24316,25009
11/16/20,48588,50105,16037,16502
11/17/20,42175,48655,15442,17187
11/18/20,37125,57162,17736,19310
11/19/20,34314,58720,18585,16926
11/20/20,33733,60753,22942,17320
11/23/20,29540,63360,18887,15126
11/24/20,29729,75906,28978,15488
11/25/20,34852,81938,31407,18306
11/27/20,11990,36654,13907,6160
11/30/20,5603,64599,26742,4707
12/1/20,64211,39309,22571,20451
12/2/20,66860,36445,17086,16278
12/3/20,59427,36656,19435,18297
12/4/20,54119,29102,16423,13804
12/7/20,58548,29331,19545,13053
12/8/20,59137,35623,23233,15215
12/9/20,76871,52752,35409,23372
12/10/20,71548,49672,29333,23624
12/11/20,61285,36718,20317,19110
12/14/20,62999,45521,18882,23001
12/15/20,50243,41768,18699,21231
12/16/20,64838,63026,30858,29096
12/17/20,62114,67835,30401,29246
12/18/20,51512,63129,22170,26278
12/21/20,34322,68323,34256,17420
12/22/20,30017,56203,21567,17342
12/23/20,26998,61723,28042,14522
12/24/20,11626,32454,11237,6252
12/28/20,13944,39568,15563,7107
12/29/20,17158,46925,23582,9627
12/30/20,14824,60497,40658,7866
12/31/20,2213,60206,34424,1614
1/4/21,71981,52848,24238,23354
1/5/21,74245,62563,32656,27410
1/6/21,68827,69931,40939,27558
1/7/21,53441,47423,27251,20192
1/8/21,80753,72916,43664,32333
1/11/21,56793,56320,23674,26622
1/12/21,65319,70942,35853,33992
1/13/21,69545,75915,40364,34219
1/14/21,55329,65042,30405,28036
1/15/21,55210,58078,21981,23789
1/19/21,38424,59835,21509,19622
1/20/21,25445,49695,19212,13614
1/21/21,26772,53020,23328,13856
1/22/21,45110,94479,42852,27665
1/25/21,32186,82711,35195,18447
1/26/21,27080,74389,44158,15469
1/27/21,21845,61035,33592,12075
1/28/21,22911,68550,40153,11928
1/29/21,6113,101179,76590,5097
2/1/21,66761,55166,19161,28068
2/2/21,58852,44644,14337,24609
2/3/21,59381,53977,20725,23802
2/4/21,49900,37585,13677,20795
2/5/21,65844,52441,19766,30804
2/8/21,62219,54240,19767,29346
2/9/21,76151,72497,24710,37578
2/10/21,88353,91485,35112,42337
2/11/21,72490,66629,33817,33707
2/12/21,73375,71699,25017,37287
2/16/21,115124,171568,60246,66120
2/17/21,49600,90961,39808,28841
2/18/21,52681,100169,36333,35468
2/19/21,60515,135691,71064,34317
2/22/21,38754,82619,35065,20674
2/23/21,36131,77848,31968,18200
2/24/21,22835,66118,30893,13597
2/25/21,24196,60675,29112,10932
2/26/21,8665,72040,41263,7407
3/1/21,75686,50892,29706,23964
3/2/21,60757,46990,33857,18875
3/3/21,61734,52426,33775,21706
3/4/21,63211,51415,37302,20921
3/5/21,72631,57136,33481,25248
3/8/21,59367,49357,25789,20628
3/9/21,54047,51738,29315,20729
3/10/21,70958,76931,38558,34333
3/11/21,70454,74345,44803,32827
3/12/21,68451,65545,33748,31532
3/15/21,67545,69578,42760,30807
3/16/21,43455,41001,22171,17514
3/17/21,73090,99177,65990,39378
3/18/21,68912,95327,53048,35954
3/19/21,39043,75419,42923,17859
3/22/21,29277,55661,29889,12502
3/23/21,27951,62820,29480,12188
3/24/21,29004,74977,39172,14326
3/25/21,25694,64176,29965,11091
3/26/21,28332,73800,34336,14347
3/29/21,18987,60802,37210,10223
3/30/21,21438,62954,36627,9295
3/31/21,4794,53660,43276,4396
4/1/21,72129,43501,17256,19900
4/5/21,47049,29534,13594,11096
4/6/21,58397,53329,24070,21470
4/7/21,57709,54264,27987,20785
4/8/21,61771,56435,30315,23391
4/9/21,70435,58909,29574,29907
4/12/21,63222,56226,27117,23729
4/13/21,63830,61657,30287,27514
4/14/21,74900,83598,38592,35489
4/15/21,54820,59516,32122,24440
4/16/21,55256,60682,30394,24651
4/19/21,34007,45491,15193,15784
4/20/21,36866,68596,31581,18655
4/21/21,33427,68268,32881,17906
4/22/21,24987,56886,28439,11930
4/23/21,44132,83278,38776,23669
4/26/21,35625,77720,41541,19153
4/27/21,25796,70560,36026,10581
4/28/21,21886,72724,44287,10571
4/29/21,16177,64635,44015,7826
4/30/21,4567,67974,40188,3429
5/3/21,59715,39443,18450,20487
5/4/21,84009,70394,32870,35652
5/5/21,77459,62563,30393,30401
5/6/21,65884,49417,25058,21693
5/7/21,92940,74771,34201,39682
5/10/21,111012,104883,36051,57324
5/11/21,69273,60378,27359,29598
5/12/21,91363,87164,34474,48418
5/13/21,77618,72426,26561,38252
5/14/21,61442,59119,24558,25968
5/17/21,50965,48020,17342,21493
5/18/21,51472,67730,24332,24613
5/19/21,37432,68446,23309,18834
5/20/21,42783,75083,25833,23600
5/21/21,53132,96066,41455,29984
5/24/21,41135,78271,34078,22216
5/25/21,30349,68096,30424,13493
5/26/21,29509,75724,40695,13483
5/27/21,21072,62989,37245,10607
5/28/21,5969,67130,36163,4721
6/1/21,72108,42220,24751,20097
6/2/21,49379,40801,27326,16637
6/3/21,46666,38256,22433,16904
6/4/21,41560,24143,15076,11402
6/7/21,58757,48401,28138,21587
6/8/21,73420,61847,37644,28191
6/9/21,71575,66236,43439,28186
6/10/21,62164,53798,31267,25628
6/11/21,68789,61016,29721,27058
6/14/21,48633,51014,27710,23036
6/15/21,51137,55860,26371,23138
6/16/21,52164,64563,30782,23442
6/17/21,48974,68857,30298,26642
6/18/21,44484,66642,32079,22213
6/21/21,33987,59265,24520,18013
6/22/21,35274,77708,38294,18909
6/23/21,51176,100619,57946,25343
6/24/21,45096,91308,49216,22772
6/25/21,41863,107112,57440,18640
6/28/21,23835,60130,29172,12091
6/29/21,19421,61288,37393,10257
6/30/21,5330,60538,41099,3209
7/1/21,73194,53947,26240,25912
7/2/21,64758,42398,17668,20173
7/6/21,65892,48741,21329,20028
7/7/21,71278,57715,17706,29623
7/8/21,81084,71574,27065,37398
7/9/21,69812,60476,22681,30569
7/12/21,60672,54152,17668,28257
7/13/21,54456,53858,18035,25996
7/14/21,81447,80975,30091,42572
7/15/21,44832,48077,16338,20957
7/16/21,44650,49736,15170,22622
7/19/21,45280,72995,26962,23221
7/20/21,34200,59551,22910,17762
7/21/21,37437,76026,32803,20256
7/22/21,36195,70567,32662,19748
7/23/21,41254,66225,24544,19597
7/26/21,29122,59481,25016,16355
7/27/21,39895,91320,47642,24194
7/28/21,26839,82705,48133,17408
7/29/21,22316,78570,40382,12231
7/30/21,4868,59681,32015,3523
8/2/21,65825,46722,18760,21496
8/3/21,52609,43815,18201,19386
8/4/21,70724,60110,23084,31593
8/5/21,68905,55026,21393,30408
8/6/21,90356,80253,28639,43447
8/9/21,92704,77828,27052,42526
8/10/21,77264,66299,21958,37436
8/11/21,73418,64736,24632,32631
8/12/21,69634,70084,30567,33677
8/13/21,76053,73388,28325,32339
8/16/21,83294,78014,20413,36722
8/17/21,80725,86961,32907,42133
8/18/21,77702,102264,36209,45530
8/19/21,56484,93278,26975,31698
8/20/21,47772,93792,32744,26951
8/23/21,34101,73630,23704,19148
8/24/21,47438,89774,26239,26766
8/25/21,57790,138199,63688,36675
8/26/21,53562,136745,76876,30208
8/27/21,32196,108088,66335,18007
8/30/21,20873,101399,67324,10541
8/31/21,4315,95883,74125,3410
9/1/21,91566,71655,35676,37663
9/2/21,84693,66340,33158,33816
9/3/21,71105,49577,25833,21415
9/7/21,58088,42545,20436,20521
9/8/21,74568,64734,30025,33341
9/9/21,80979,69770,29707,35074
9/10/21,71410,58578,26450,26977
9/13/21,58917,49106,18202,25686
9/14/21,69632,68851,30511,34718
9/15/21,71719,72348,37247,32499
9/16/21,56543,62673,30329,25989
9/17/21,56998,80707,37844,31171
9/20/21,45260,67010,28895,18619
9/21/21,44066,90395,41713,25530
9/22/21,40484,91060,44933,25009
9/23/21,50769,106878,47942,32207
9/24/21,37691,75247,29408,19288
9/27/21,35212,75233,31590,17598
9/28/21,23889,77803,40124,12472
9/29/21,19897,82998,52327,9548
9/30/21,7277,82045,61020,5606
10/1/21,77180,58822,23462,29374
10/4/21,64638,49632,18634,22717
10/5/21,69173,68465,26832,30099
10/6/21,76662,62988,25028,30772
10/7/21,68091,55325,26153,24342
10/8/21,87019,75219,36306,35211
10/11/21,67873,58533,22833,30261
10/12/21,63690,51621,23309,25950
10/13/21,75020,67959,28552,33337
10/14/21,71901,78969,31628,36110
10/15/21,73101,85847,32515,39059
10/18/21,51122,66129,27568,25871
10/19/21,39794,75734,35707,23664
10/20/21,40252,92706,30089,22133
10/21/21,35631,75415,22748,18203
10/22/21,45939,79120,23000,25314
10/25/21,38570,80817,28150,21882
10/26/21,43272,86608,37018,21875
10/27/21,26778,82273,38041,16486
10/28/21,23444,78638,34748,13047
10/29/21,6663,80519,51493,5190
11/1/21,71118,52485,20659,24997
11/2/21,84440,76510,28884,38118
11/3/21,86066,67747,25186,30227
11/4/21,79966,62408,29310,28293
11/5/21,80493,61252,17321,29828
11/8/21,73345,60181,17700,32765
11/9/21,82567,71395,19432,36980
11/10/21,87079,78894,24263,41002
11/11/21,71053,63497,20243,32530
11/12/21,62555,55139,16563,27248
11/15/21,74145,75294,23015,38881
11/16/21,59446,67932,18114,32812
11/17/21,59648,78922,26464,31096
11/18/21,35430,68138,18505,18107
11/19/21,42586,106691,37867,23300
11/22/21,38187,79661,22861,21182
11/23/21,43996,88451,25582,19973
11/24/21,35114,74242,21363,17227
11/26/21,17599,86012,34188,13461
11/29/21,29118,86605,38843,14029
11/30/21,7542,83219,41178,5682
12/1/21,72217,41876,20639,19590
12/2/21,74356,47882,20976,23127
12/3/21,64238,37689,15463,20403
12/6/21,58377,33029,17559,17643
12/7/21,76112,60804,29687,28032
12/8/21,70558,46794,22867,23598
12/9/21,62195,44709,23153,22379
12/10/21,58867,40171,22661,20579
12/13/21,63236,40699,18531,22769
12/14/21,56922,37670,13518,22190
12/15/21,57244,44481,19547,22888
12/16/21,51498,51320,23147,21483
12/17/21,53453,64407,27290,26843
12/20/21,43218,59717,27404,20155
12/21/21,29550,51132,15841,15999
12/22/21,35323,59396,20981,18949
12/23/21,36231,74627,29717,15283
12/27/21,20862,48449,15020,10411
12/28/21,24535,45340,13216,11805
12/29/21,18747,49319,21187,10543
12/30/21,14364,48624,21549,7605
12/31/21,1259,62849,36929,1202
1/3/22,50467,27309,12683,12382
1/4/22,72879,47417,18851,26070
1/5/22,60076,46094,25142,18763
1/6/22,60776,43649,25973,17756
1/7/22,56933,48829,29299,18558
1/10/22,61550,49516,24690,22869
1/11/22,67483,55028,24319,26325
1/12/22,63701,65086,27222,30452
1/13/22,58441,55236,28884,23075
1/14/22,55805,47226,22520,20169
1/18/22,57879,67041,29748,26417
1/19/22,34788,56379,23067,19179
1/20/22,29556,74818,30770,18165
1/21/22,33394,66699,26047,17921
1/24/22,34088,70113,25866,19797
1/25/22,30337,72341,28614,17344
1/26/22,35505,91095,45368,21356
1/27/22,23546,84532,52383,14383
1/28/22,22434,73551,43173,10072
1/31/22,3352,69365,52880,2796
2/1/22,78796,59633,28101,32026
2/2/22,72685,64263,27149,29139
2/3/22,73289,59323,27386,28083
2/4/22,70299,65086,26913,31893
2/7/22,81921,73333,30576,38055
2/8/22,93354,81436,43207,39193
2/9/22,90879,85897,31520,43229
2/10/22,89693,83613,34198,41074
2/11/22,103787,100078,47802,51309
2/14/22,60917,62259,30375,24881
2/15/22,58483,65153,29514,25175
2/16/22,50909,92948,45879,27791
2/17/22,46074,73837,30693,25697
2/18/22,40226,71192,26286,22040
2/22/22,39560,97387,33247,23756
2/23/22,38696,74732,34667,20395
2/24/22,35147,106673,59866,18294
2/25/22,24978,69723,30499,12268
2/28/22,7331,68912,44297,5788
3/1/22,92802,68632,57838,34917
3/2/22,98112,76005,59019,36816
3/3/22,57074,48850,37426,23732
3/4/22,82356,70773,49257,35890
3/7/22,74165,76509,44187,35806
3/8/22,79959,80731,52648,39939
3/9/22,67624,74095,41048,32239
3/10/22,54706,59638,38971,24749
3/11/22,51272,48000,26849,20420
3/14/22,31356,33171,19466,12581
3/15/22,41062,48186,26771,22279
3/16/22,32390,35396,21486,15693
3/17/22,37815,45398,29195,16695
3/18/22,32255,37179,23222,13437
3/21/22,25828,42549,20734,13760
3/22/22,25059,41063,22276,14410
3/23/22,28812,58747,36360,17677
3/24/22,22992,44780,33461,12409
3/25/22,32918,55469,27939,15431
3/28/22,20540,58175,35262,9281
3/29/22,18559,52004,29210,9312
3/30/22,19815,45116,26178,8379
3/31/22,3307,50669,41130,2626
4/1/22,45474,31942,19799,13966
4/4/22,41111,33454,20442,15069
4/5/22,40479,35804,19438,16306
4/6/22,39841,40142,23438,16779
4/7/22,46962,45186,33583,19956
4/8/22,50070,47641,30811,17529
4/11/22,50866,46580,27154,18132
4/12/22,43819,46314,31123,17429
4/13/22,47301,54339,34590,20188
4/14/22,45791,53502,33161,17162
4/18/22,30032,38740,18748,12959
4/19/22,26444,48542,22714,14984
4/20/22,31547,57039,35804,18096
4/21/22,26413,46694,26773,11881
4/22/22,36437,64985,26307,18095
4/25/22,32328,58837,22553,17039
4/26/22,32375,73660,42973,15381
4/27/22,31882,79556,45576,15389
4/28/22,22215,69859,45752,8965
4/29/22,3754,59324,41685,3086
5/2/22,58558,34884,15812,21605
5/3/22,61882,47091,26495,23732
5/4/22,58832,48928,28072,23356
5/5/22,45541,36982,18251,17183
5/6/22,67589,66304,34527,28467
5/9/22,63191,61710,29331,28224
5/10/22,56763,52593,22844,23455
5/11/22,59486,58637,27981,24469
5/12/22,61135,61661,31677,28462
5/13/22,68894,62172,29165,30445
5/16/22,48996,49569,26081,20224
5/17/22,56762,56189,24766,25809
5/18/22,63812,82276,47892,31143
5/19/22,46753,78981,37547,23849
5/20/22,42038,69859,30793,19464
5/23/22,45354,69985,32834,23131
5/24/22,44528,94422,52058,25275
5/25/22,36215,72510,37997,14831
5/26/22,38034,70397,33333,17971
5/27/22,25633,70195,30543,10444
5/31/22,5579,82411,48154,4836
6/1/22,60158,46388,30511,22524
6/2/22,61643,51478,29565,24710
6/3/22,48330,33068,18214,14257
6/6/22,50577,39392,24525,17253
6/7/22,68560,63602,37842,29351
6/8/22,66330,64077,40614,29125
6/9/22,54992,50109,32479,23024
6/10/22,61134,52561,29065,26037
6/13/22,64966,64110,31570,33161
6/14/22,51927,51709,28535,23649
6/15/22,53103,58113,34780,26444
6/16/22,46363,50467,28851,23499
6/17/22,57574,73652,36174,27167
6/21/22,49530,73810,32072,22921
6/22/22,43684,66021,30309,24025
6/23/22,40665,64903,30000,22125
6/24/22,33491,55980,26220,19911
6/27/22,33646,65177,30523,18056
6/28/22,27383,64706,38596,12768
6/29/22,24804,71711,46455,10336
6/30/22,3468,64846,50323,2796
7/1/22,63417,42900,18777,23924
7/5/22,76156,59929,20437,35740
7/6/22,47886,35583,14875,18587
7/7/22,53674,44294,18675,24009
7/8/22,40285,35240,12604,17780
7/11/22,49832,45346,14452,24938
7/12/22,45599,46498,18707,22529
7/13/22,64475,71857,26543,37620
7/14/22,57731,64998,19212,33130
7/15/22,41940,48409,17783,23433
7/18/22,41486,48868,14794,24940
7/19/22,35607,41084,16241,18273
7/20/22,30273,44323,19572,16199
7/21/22,35818,59567,30403,19030
7/22/22,34544,59003,27503,19980
7/25/22,40505,65007,31533,19717
7/26/22,33327,68506,35439,16242
7/27/22,20396,60980,40881,8238
7/28/22,23122,58487,34996,9929
7/29/22,3962,58105,37987,3293
8/1/22,56469,41839,18713,21114
8/2/22,49487,35540,19093,17355
8/3/22,56226,46991,19990,24190
8/4/22,42622,41684,23997,15410
8/5/22,55945,41508,22759,18138
8/8/22,56574,47094,21724,22833
8/9/22,48924,42215,23302,16873
8/10/22,59798,55927,28667,23893
8/11/22,45468,42498,26501,15741
8/12/22,38814,35072,19649,14484
8/15/22,32373,29901,15274,11684
8/16/22,36621,30982,13514,12694
8/17/22,43062,51197,18980,20314
8/18/22,38546,46251,18468,16879
8/19/22,28116,40658,17166,11274
8/22/22,29839,60968,30129,13509
8/23/22,33361,65344,34748,14333
8/24/22,32056,72873,41015,16704
8/25/22,23318,56380,30749,9993
8/26/22,28089,64010,35721,10008
8/29/22,15720,41552,21643,5661
8/30/22,15836,60595,37816,7096
8/31/22,3443,44584,30198,2377
9/1/22,49257,34758,23201,14480
9/2/22,48442,33113,22525,14111
9/6/22,46628,33624,21914,13971
9/7/22,38266,32742,16579,13516
9/8/22,36013,31139,15889,11581
9/9/22,40706,34673,14766,15718
9/12/22,43377,33946,15335,17455
9/13/22,48899,48216,22847,22684
9/14/22,46110,53484,31779,22859
9/15/22,36765,43817,24268,15992
9/16/22,33478,35575,18017,13019
9/19/22,33015,41594,18040,14850
9/20/22,36832,47255,21334,16598
9/21/22,35918,66247,34908,17780
9/22/22,40285,65991,31691,18372
9/23/22,38611,77380,39131,18134
9/26/22,28706,60008,33127,11740
9/27/22,25265,63009,37782,9792
9/28/22,19583,66456,42202,8076
9/29/22,13361,51757,32101,5185
9/30/22,3437,50961,33118,2402
10/3/22,65703,50295,24960,23010
10/4/22,64957,65665,27851,26462
10/5/22,55795,52995,24218,21189
10/6/22,43151,48547,23280,17569
10/7/22,52094,50055,24662,20635
10/10/22,41019,41846,20057,14759
10/11/22,46797,47875,22435,17784
10/12/22,54734,55621,24091,25485
10/13/22,50106,54771,22754,22865
10/14/22,44133,44118,19105,16697
10/17/22,43302,39391,13920,18819
10/18/22,40265,50108,19214,19366
10/19/22,34480,49003,17229,17340
10/20/22,25599,43342,18436,11058
10/21/22,25585,40415,12656,10743
10/24/22,45254,69691,22714,21247
10/25/22,43878,76282,30287,22899
10/26/22,31398,73098,35029,14570
10/27/22,21811,59643,35564,6872
10/28/22,17995,68512,36817,7131
10/31/22,3111,49059,28932,2424
11/1/22,46610,25042,9888,14292
11/2/22,56393,41090,15536,22391
11/3/22,54749,46069,18751,21546
11/4/22,53118,40003,17382,19466
11/7/22,51082,40389,12830,20823
11/8/22,51971,62722,32374,22353
11/9/22,53543,52247,20556,24228
11/10/22,47745,43325,15207,21237
11/11/22,47267,43673,14853,21603
11/14/22,40736,38129,12352,17892
11/15/22,44545,47899,17503,23004
11/16/22,45625,53970,20119,23555
11/17/22,44474,57490,18782,22437
11/18/22,32434,44624,17266,13699
11/21/22,43478,67067,22494,21026
11/22/22,31468,58010,25387,13656
11/23/22,30789,60246,21569,12367
11/25/22,18684,46920,21290,8267
11/28/22,25789,62359,22081,11189
11/29/22,23165,57437,23908,9514
11/30/22,3934,44551,23130,2489
12/1/22,43897,25136,14530,13298
12/2/22,47091,27384,17054,15947
12/5/22,55355,29808,21808,15194
12/6/22,50861,33751,21203,14906
12/7/22,58206,39096,22089,17722
12/8/22,46849,32687,21316,13799
12/9/22,42799,28621,18207,12505
12/12/22,52735,39230,19070,19935
12/13/22,48371,38779,20808,19137
12/14/22,41915,38777,27535,15268
12/15/22,33443,32844,16344,13843
12/16/22,37659,33993,15457,13836
12/19/22,30106,36272,14086,12765
12/20/22,32701,38400,17442,13364
12/21/22,24435,41591,19991,10826
12/22/22,35480,47929,15747,14590
12/23/22,29755,56399,26639,12187
12/27/22,25189,46803,18109,12133
12/28/22,18270,46706,22998,8336
12/29/22,21491,40460,21672,7808
12/30/22,3319,48153,25883,2045
1/3/23,65711,43170,19470,22955
1/4/23,40222,29901,16892,13624
1/5/23,47548,38361,16758,20212
1/6/23,45192,31162,16272,13780
1/9/23,49984,39717,15986,17645
1/10/23,39725,33833,18158,15465
1/11/23,45669,44138,22102,16787
1/12/23,41819,42637,19164,19903
1/13/23,53767,51465,24906,22613
1/17/23,48127,58526,22154,24338
1/18/23,35030,47019,21143,17151
1/19/23,34417,63809,31646,18596
1/20/23,33109,59047,33508,16271
1/23/23,28393,51414,31679,11099
1/24/23,31893,59567,25078,14740
1/25/23,24843,62110,37252,11613
1/26/23,22829,61465,34751,11427
1/27/23,23176,61318,37103,12250
1/30/23,17652,57324,30952,7912
1/31/23,3675,59411,42979,2718
2/1/23,59677,46998,24983,21842
2/2/23,44327,31440,18070,15267
2/3/23,63880,52608,29239,23346
2/6/23,62798,47580,29281,21921
2/7/23,60964,50122,32014,22519
2/8/23,52671,49983,24780,23254
2/9/23,46981,46163,28488,18920
2/10/23,48676,46728,25766,19167
2/13/23,50054,39725,19152,19080
2/14/23,46843,49326,26244,22731
2/15/23,44176,56104,30778,22758
2/16/23,38163,52266,26770,16136
2/17/23,40206,56667,28766,16938
2/21/23,32244,56655,27632,14944
2/22/23,31901,58052,30100,13654
2/23/23,32441,58408,32108,12645
2/24/23,25979,55300,30611,12473
2/27/23,25609,51571,22347,12503
2/28/23,4211,41961,21696,2812
3/1/23,41942,26934,20366,11009
3/2/23,34319,23466,17218,9077
3/3/23,50425,34365,23457,14884
3/6/23,52713,38512,27458,16199
3/7/23,48517,38012,26761,15464
3/8/23,47945,37272,22331,15907
3/9/23,52565,46800,32238,19367
3/10/23,51780,43833,27560,16887
3/13/23,57326,51471,27649,20439
3/14/23,53796,54051,26716,23173
3/15/23,53573,71235,38211,21394
3/16/23,46622,53460,33158,19676
3/17/23,50274,66562,33667,22005
3/20/23,32752,45423,23039,14478
3/21/23,32348,55797,31875,17868
3/22/23,29844,68106,38291,13586
3/23/23,30784,64044,38052,12568
3/24/23,26173,63436,36310,11000
3/27/23,27583,66110,35470,12299
3/28/23,27785,62840,37784,12462
3/29/23,15321,66343,45278,7541
3/30/23,17957,67956,39811,7791
3/31/23,2584,58782,42789,1936
4/3/23,55267,39793,19504,18424
4/4/23,48634,42665,23975,16645
4/5/23,83356,76717,36607,36569
4/6/23,59491,46910,21303,20995
4/10/23,55008,43007,18829,21639
4/11/23,63464,64140,26804,27034
4/12/23,72235,71831,32424,34445
4/13/23,56053,57084,24632,25284
4/14/23,56395,55606,21752,23430
4/17/23,44765,57075,22574,22398
4/18/23,39445,55821,26226,19540
4/19/23,37800,78469,39884,17795
4/20/23,33195,81881,35706,15976
4/21/23,33783,74353,35473,16437
4/24/23,28132,64307,31761,13137
4/25/23,35643,71679,33908,14989
4/26/23,25449,85014,43196,13654
4/27/23,21146,61578,33215,8069
4/28/23,4470,60474,40779,2397
5/1/23,58592,35626,14616,18213
5/2/23,61666,38526,21448,17574
5/3/23,68848,57282,32696,25778
5/4/23,65808,53926,29544,23041
5/5/23,49696,40496,23749,14263
5/8/23,53032,42036,17117,18799
5/9/23,55212,51064,23685,20951
5/10/23,71476,68027,29041,30881
5/11/23,41531,39345,16730,17002
5/12/23,55314,57991,22834,23597
5/15/23,53504,56333,25472,24765
5/16/23,46601,52555,22234,21482
5/17/23,53641,69134,28142,22926
5/18/23,48097,62227,26220,22743
5/19/23,47389,74160,26586,24040
5/22/23,45451,82442,34769,23723
5/23/23,40420,97398,50263,20581
5/24/23,32908,88539,41693,16241
5/25/23,29138,74014,34099,14645
5/26/23,34010,82287,40615,14512
5/30/23,26707,84469,44122,10668
5/31/23,4987,73534,54768,3233
6/1/23,72133,59663,33988,30901
6/2/23,65039,46564,27355,25228
6/5/23,70059,60643,27789,28954
6/6/23,90665,84533,39508,44557
6/7/23,121248,122881,62084,56245
6/8/23,100132,108035,64156,51428
6/9/23,59097,53410,32501,22464
6/12/23,69206,65226,32081,32927
6/13/23,58470,57501,33239,26330
6/14/23,54057,62894,31931,26257
6/15/23,63974,80089,40674,35331
6/16/23,58321,75107,41282,27197
6/20/23,46268,75355,38356,23929
6/21/23,31675,67734,42558,16153
6/22/23,34321,71424,37713,21118
6/23/23,25942,57647,31636,13746
6/26/23,27698,61297,33199,13405
6/27/23,32636,77974,53786,15780
6/28/23,23740,78339,54334,12733
6/29/23,23089,66412,43403,10337
6/30/23,4194,78982,45613,2928
7/3/23,56813,37446,16181,19436
7/5/23,59228,51343,22773,22265
7/6/23,58974,54722,28862,24761
7/7/23,53644,46311,25717,20163
7/10/23,51906,41761,21742,17540
7/11/23,47788,48449,23396,19910
7/12/23,63409,75527,33091,30544
7/13/23,56357,69216,28239,29773
7/14/23,48571,56252,21642,22993
7/17/23,44254,54300,20956,21450
7/18/23,50807,72734,33249,27053
7/19/23,52901,96063,49124,26126
7/20/23,36310,76104,39123,20284
7/21/23,25849,69321,35455,12772
7/24/23,41301,106109,65896,22564
